고유번호(관리번호),건물명,허가일자,사용검사일자,주차장명,주차장구분,주차장유형,주차시설형태,소재지도로명주소,소재지지번주소,총 주차구획(면) 수,법정주차구획(면) 수,계획주차구획(면) 수,일반주차구획 수,전용주차구획(장애인) 수,전용주차구획(경차) 수,전용주차구획(여성) 수,전용주차구획(전기차) 수,전용주차구획(나눔카) 수,전용주차구획(기타) 수,전기차충전기 수,방범설비유형,급지구분,부제시행구분,일반인 개방 여부,운영방식,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,소유주체,운영주체,데이터 관리기관명,전화번호,위도,경도,현장 이미지,데이터기준일자
367-3-005091,,,,덕명동 518-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로8번길 42 (덕명동),대전광역시 유성구 덕명동 518-1,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3588159,127.303241,,2022-10-31
367-3-005092,,,,덕명동 518-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로8번길 46 (덕명동),대전광역시 유성구 덕명동 518-2,11,,,11,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3586981,127.303497,,2022-10-31
367-3-005093,,,,덕명동 518-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로2번길 49 (덕명동),대전광역시 유성구 덕명동 518-3,12,,,12,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3585633,127.303373,,2022-10-31
367-3-005094,,,,덕명동 518-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로2번길 45 (덕명동),대전광역시 유성구 덕명동 518-4,13,,,13,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3584194,127.303261,,2022-10-31
367-3-005095,,,,덕명동 518-5번지 주차장,민영,부설,자주식,"대전광역시 유성구 덕명서로2번길 35 (덕명동, 에코캐슬)",대전광역시 유성구 덕명동 518-5,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3582934,127.303161,,2022-10-31
367-3-005096,,,,덕명동 518-6번지 주차장,민영,부설,자주식,"대전광역시 유성구 덕명서로2번길 33 (덕명동, 화빈하우스)",대전광역시 유성구 덕명동 518-6,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3583931,127.302938,,2022-10-31
367-3-005097,,,,덕명동 518-7번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로2번길 29-6 (덕명동),대전광역시 유성구 덕명동 518-7,9,,,9,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.358492,127.303028,,2022-10-31
367-3-005098,,,,덕명동 518-8번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로2번길 29-8 (덕명동),대전광역시 유성구 덕명동 518-8,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3586,127.303095,,2022-10-31
367-3-005099,,,,덕명동 518-9번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로2번길 29-10 (덕명동),대전광역시 유성구 덕명동 518-9,12,,,12,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.358708,127.303162,,2022-10-31
367-3-005100,,,,덕명동 519-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 29 (덕명동),대전광역시 유성구 덕명동 519-3,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.358458,127.302237,,2022-10-31
367-3-005101,,,,덕명동 519-5번지 주차장,민영,부설,자주식, 대전광역시 유성구 덕명서로2번길 28 (덕명동),대전광역시 유성구 덕명동 519-5,1,,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3583311,127.302526,,2022-10-31
367-3-005102,,,,덕명동 519-7번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로2번길 34 (덕명동),대전광역시 유성구 덕명동 519-7,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3581862,127.302815,,2022-10-31
367-3-005103,,,,덕명동 519-8번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로2번길 38 (덕명동),대전광역시 유성구 덕명동 519-8,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3581136,127.303004,,2022-10-31
367-3-005104,,,,덕명동 521-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로 11 (덕명동),대전광역시 유성구 덕명동 521-2,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3596144,127.301082,,2022-10-31
367-3-005105,,,,덕명동 521-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 13 (덕명동),대전광역시 유성구 덕명동 521-5,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3592539,127.30107,,2022-10-31
367-3-005106,,,,덕명동 521-7번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명서로 1 (덕명동),대전광역시 유성구 덕명동 521-7,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3589746,127.30108,,2022-10-31
367-3-005107,,2016-03-10,2016-08-23,덕명동 522-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 6,대전광역시 유성구 덕명동 522-1,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3599581,127.300593,,2022-10-31
367-3-005108,,2014-03-07,2014-05-27,덕명동 522-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 10,대전광역시 유성구 덕명동 522-3,4,4,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3595705,127.300603,,2022-10-31
367-3-005109,,2014-03-27,2014-10-14,덕명동 522-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 12,대전광역시 유성구 덕명동 522-5,10,10,,10,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3593812,127.300636,,2022-10-31
367-3-005110,,2014-03-27,2014-10-14,덕명동 522-6번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 14,대전광역시 유성구 덕명동 522-6,10,10,,10,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.35921,127.300635,,2022-10-31
367-3-005111,,,,덕명동 523-13번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로16번길 6-33 (덕명동),대전광역시 유성구 덕명동 523-13,3,,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3580407,127.299728,,2022-10-31
367-3-005112,,,,덕명동 523-22번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로16번길 6-60 (덕명동),대전광역시 유성구 덕명동 523-22,2,,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3583102,127.300075,,2022-10-31
367-3-005113,,,,덕명동 523-24번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로16번길 6-9 (덕명동),대전광역시 유성구 덕명동 523-24,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3585353,127.300165,,2022-10-31
367-3-005114,,,,덕명동 523-28번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로16번길 22 (덕명동),대전광역시 유성구 덕명동 523-28,2,,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3579845,127.300608,,2022-10-31
367-3-005115,,,,덕명동 523-30번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로16번길 14 (덕명동),대전광역시 유성구 덕명동 523-30,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3583632,127.300498,,2022-10-31
367-3-005116,,,,덕명동 523-32번지 주차장,민영,부설,,대전광역시 유성구 덕명로16번길 6-48 (덕명동),대전광역시 유성구 덕명동 523-32,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3576881,127.300206,,2022-10-31
367-3-005117,,,,덕명동 523-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로16번길 6-14 (덕명동),대전광역시 유성구 덕명동 523-3,3,,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.358734,127.299976,,2022-10-31
367-3-005118,,,,덕명동 523-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로16번길 6-16 (덕명동),대전광역시 유성구 덕명동 523-4,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3586895,127.299775,,2022-10-31
367-3-005119,,,,덕명동 525번지 주차장,민영,부설,,대전광역시 유성구 동서대로 49 (덕명동),대전광역시 유성구 덕명동 525,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3559597,127.303029,,2022-10-31
367-3-005120,,2010-07-12,2014-10-01,덕명동 526-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로56번길 5(덕명동),대전광역시 유성구 덕명동 526-1,2,2,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3567116,127.305037,,2022-10-31
367-3-005121,,2014-03-06,2014-05-02,덕명동 526-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 60(덕명동),대전광역시 유성구 덕명동 526-2,2,2,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3568466,127.305138,,2022-10-31
367-3-005122,,,,덕명동 526-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 64 (덕명동),대전광역시 유성구 덕명동 526-5,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3571157,127.30563,,2022-10-31
367-3-005123,,,,덕명동 527번지 주차장,민영,부설,,대전광역시 유성구 덕명로 53 (덕명동),대전광역시 유성구 덕명동 527,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3573436,127.304583,,2022-10-31
367-3-005124,,2015-10-21,2016-05-26,덕명동 529-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로71번길 20(덕명동),대전광역시 유성구 덕명동 529-1,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3583018,127.306949,,2022-10-31
367-3-005125,,2016-01-19,2016-07-18,덕명동 529-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로71번길 6-19(덕명동),대전광역시 유성구 덕명동 529-2,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3582204,127.307093,,2022-10-31
367-3-005126,,2011-08-12,2012-10-18,덕명동 529-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로71번길 12(덕명동),대전광역시 유성구 덕명동 529-5,3,3,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3579779,127.306769,,2022-10-31
367-3-005127,,2016-03-03,2016-10-12,덕명동 529-6번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로71번길 16(덕명동),대전광역시 유성구 덕명동 529-6,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3581129,127.306837,,2022-10-31
367-3-005128,,,,덕명동 531-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로71번길 6-22 (덕명동),대전광역시 유성구 덕명동 531-1,7,,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3581475,127.307405,,2022-10-31
367-3-005129,,2015-03-11,2015-08-11,덕명동 531-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명동로 7(덕명동),대전광역시 유성구 덕명동 531-2,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3580035,127.307315,,2022-10-31
367-3-005130,,2014-07-14,2015-05-12,덕명동 531-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로71번길 6-14(덕명동),대전광역시 유성구 덕명동 531-3,3,3,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3578595,127.307237,,2022-10-31
367-3-005131,,,,덕명동 532-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 73 (덕명동),대전광역시 유성구 덕명동 532-1,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3575818,127.306612,,2022-10-31
367-3-005132,,,,덕명동 532-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 75 (덕명동),대전광역시 유성구 덕명동 532-2,7,,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3575632,127.306812,,2022-10-31
367-3-005133,,,,덕명동 533-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 7 (덕명동),대전광역시 유성구 덕명동 533-5,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3575704,127.307514,,2022-10-31
367-3-005134,,,,덕명동 533-6번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 3 (덕명동),대전광역시 유성구 덕명동 533-6,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3573994,127.307447,,2022-10-31
367-3-005135,,,,덕명동 534-10번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 97 (덕명동),대전광역시 유성구 덕명동 534-10,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3565939,127.308803,,2022-10-31
367-3-005136,,2015-03-23,2015-08-17,덕명동 534-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 83(덕명동),대전광역시 유성구 덕명동 534-1,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3572457,127.307658,,2022-10-31
367-3-005137,,2016-05-10,2016-11-14,덕명동 534-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 3-23(덕명동),대전광역시 유성구 덕명동 534-2,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3571373,127.307746,,2022-10-31
367-3-005138,,,,덕명동 534-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 3-21 (덕명동),대전광역시 유성구 덕명동 534-3,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3570469,127.307846,,2022-10-31
367-3-005139,,2016-03-07,2016-07-04,덕명동 534-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 3-19(덕명동),대전광역시 유성구 덕명동 534-4,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3569475,127.307957,,2022-10-31
367-3-005140,,,,덕명동 535-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 13-17 (덕명동),대전광역시 유성구 덕명동 535-1,7,,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3571362,127.308159,,2022-10-31
367-3-005141,,,,덕명동 535-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 13-13 (덕명동),대전광역시 유성구 덕명동 535-2,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3571088,127.308315,,2022-10-31
367-3-005142,,,,덕명동 535-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 13-11 (덕명동),대전광역시 유성구 덕명동 535-3,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3570724,127.30847,,2022-10-31
367-3-005143,,,,덕명동 535-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 13-5 (덕명동),대전광역시 유성구 덕명동 535-5,9,,,9,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3570175,127.30876,,2022-10-31
367-3-005144,,,,덕명동 535-7번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 3-2 (덕명동),대전광역시 유성구 덕명동 535-7,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.356819,127.30887,,2022-10-31
367-3-005145,,2014-06-23,2014-12-30,덕명동 536-10번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 8(덕명동),대전광역시 유성구 덕명동 536-10,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3574345,127.307803,,2022-10-31
367-3-005146,,2011-11-23,2012-06-01,덕명동 536-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 12-4(덕명동),대전광역시 유성구 덕명동 536-2,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.357533,127.30806,,2022-10-31
367-3-005147,,,,덕명동 536-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 12-10 (덕명동),대전광역시 유성구 덕명동 536-3,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3575055,127.308238,,2022-10-31
367-3-005148,,,,덕명동 536-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 12-12 (덕명동),대전광역시 유성구 덕명동 536-4,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3574691,127.308394,,2022-10-31
367-3-005149,,2013-08-07,2013-11-15,덕명동 536-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 12-14(덕명동),대전광역시 유성구 덕명동 536-5,1,1,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3574146,127.308539,,2022-10-31
367-3-005150,,2016-10-14,2017-02-03,덕명동 536-6번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 13-12(덕명동),대전광역시 유성구 덕명동 536-6,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3572704,127.308538,,2022-10-31
367-3-005151,,2014-10-13,2015-11-26,덕명동 536-8번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 13-18(덕명동),대전광역시 유성구 덕명동 536-8,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3573616,127.308137,,2022-10-31
367-3-005152,,,,덕명동 537-10번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 12-1 (덕명동),대전광역시 유성구 덕명동 537-10,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3577946,127.307961,,2022-10-31
367-3-005153,,,,덕명동 537-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 20 (덕명동),대전광역시 유성구 덕명동 537-1,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3579566,127.308039,,2022-10-31
367-3-005154,,,,덕명동 537-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명동로10번길 14 (덕명동),대전광역시 유성구 덕명동 537-3,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3578567,127.30834,,2022-10-31
367-3-005155,,,,덕명동 537-7번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 12-9 (덕명동),대전광역시 유성구 덕명동 537-7,12,,,12,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3576944,127.308373,,2022-10-31
367-3-005156,,,,덕명동 537-9번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로81번길 12-5 (덕명동),대전광역시 유성구 덕명동 537-9,2,,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3577581,127.30815,,2022-10-31
367-3-005157,,,,덕명동 538-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 23 (덕명동),대전광역시 유성구 덕명동 538-2,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3576655,127.309108,,2022-10-31
367-3-005158,,,,덕명동 538-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 19 (덕명동),대전광역시 유성구 덕명동 538-4,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3573593,127.309017,,2022-10-31
367-3-005159,,,,덕명동 538-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 13-2 (덕명동),대전광역시 유성구 덕명동 538-5,2,,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3572242,127.308983,,2022-10-31
367-3-005160,,,,덕명동 538-7번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명동로10번길 24-9 (덕명동),대전광역시 유성구 덕명동 538-7,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3573868,127.30885,,2022-10-31
367-3-005161,,,,덕명동 539-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 24 (덕명동),대전광역시 유성구 덕명동 539-1,15,,,15,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3575206,127.309363,,2022-10-31
367-3-005162,,,,덕명동 539-6번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 20 (덕명동),대전광역시 유성구 덕명동 539-6,3,,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3572865,127.309307,,2022-10-31
367-3-005163,,2014-11-04,2015-06-23,덕명동 541-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 6-38(덕명동),대전광역시 유성구 덕명동 541-1,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3571773,127.309707,,2022-10-31
367-3-005164,,2013-09-02,2013-12-20,덕명동 541-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 6-32(덕명동),대전광역시 유성구 덕명동 541-2,2,2,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3572037,127.309942,,2022-10-31
367-3-005165,,,,덕명동 541-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 6-30 (덕명동),대전광역시 유성구 덕명동 541-4,1,,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3571941,127.310187,,2022-10-31
367-3-005166,,,,덕명동 542-14번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 8 (덕명동),대전광역시 유성구 덕명동 542-14,11,,,11,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3568091,127.309216,,2022-10-31
367-3-005167,,,,덕명동 542-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 6-41 (덕명동),대전광역시 유성구 덕명동 542-3,9,,,9,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3569617,127.309462,,2022-10-31
367-3-005168,,,,덕명동 542-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 6-37 (덕명동),대전광역시 유성구 덕명동 542-4,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3569612,127.309629,,2022-10-31
367-3-005169,,,,덕명동 542-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 6-35 (덕명동),대전광역시 유성구 덕명동 542-5,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3569608,127.309785,,2022-10-31
367-3-005170,,,,덕명동 542-6번지 주차장,민영,부설,자주식,,대전광역시 유성구 덕명동 542-6,1,,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3569604,127.309963,,2022-10-31
367-3-005171,,2013-08-14,2016-07-25,덕명동 542-8번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로97번길 6-23(덕명동),대전광역시 유성구 덕명동 542-8,1,1,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3568159,127.310085,,2022-10-31
367-3-005172,,2016-06-20,2016-11-17,덕명동 543-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 101(덕명동),대전광역시 유성구 덕명동 543-3,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3565833,127.309415,,2022-10-31
367-3-005173,,2012-05-17,2013-11-04,덕명동 543-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로 105(덕명동),대전광역시 유성구 덕명동 543-5,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3565915,127.309739,,2022-10-31
367-3-005174,,,,덕명동 546-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-1 (덕명동),대전광역시 유성구 덕명동 546-1,1,,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3562779,127.309035,,2022-10-31
367-3-005175,,2016-04-14,2016-09-13,덕명동 546-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-7(덕명동),대전광역시 유성구 덕명동 546-2,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3562594,127.309225,,2022-10-31
367-3-005176,,,,덕명동 546-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-9 (덕명동),대전광역시 유성구 덕명동 546-3,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3562588,127.309425,,2022-10-31
