소재지 주소,용도,연면적,총주차대수,옥내기계식,옥외기계식,옥내자주식,옥외자주식,사용승인일,데이터 기준일자
서울특별시 동대문구 장안동 144-31,공동주택,659.7,5,0,0,0,5,1992-08-07,2023-03-22
서울특별시 동대문구 장안동 146-2,공동주택,383.35,5,0,0,3,2,2017-03-24,2023-03-22
서울특별시 동대문구 장안동 152-30,공동주택,629.42,8,0,0,5,3,2019-12-11,2023-03-22
서울특별시 동대문구 장안동 153-6,공동주택,1799.09,12,0,0,8,4,1994-08-30,2023-03-22
서울특별시 동대문구 장안동 153-11,공동주택,1252.16,12,0,0,9,3,1999-01-15,2023-03-22
서울특별시 동대문구 장안동 163-10,공동주택,1199.55,8,0,0,0,8,1992-11-27,2023-03-22
서울특별시 동대문구 장안동 163-16,공동주택,1217.01,10,0,0,0,10,1996-01-13,2023-03-22
서울특별시 동대문구 장안동 164-8,공동주택,539.88,8,0,0,0,8,2015-07-29,2023-03-22
서울특별시 동대문구 장안동 166-11,공동주택,849.54,13,0,0,0,13,2012-12-31,2023-03-22
서울특별시 동대문구 장안동 166-20,공동주택,852.3,13,0,0,0,13,2012-12-31,2023-03-22
서울특별시 동대문구 장안동 166-21,공동주택,852.3,13,0,0,0,13,2012-12-31,2023-03-22
서울특별시 동대문구 장안동 167-7 외1필지,공동주택,476.86,6,0,0,0,6,2020-01-02,2023-03-22
서울특별시 동대문구 장안동 167-34,공동주택,222.68,3,0,0,3,0,2018-07-02,2023-03-22
서울특별시 동대문구 장안동 169-28,공동주택,291.73,4,0,0,2,2,2011-11-10,2023-03-22
서울특별시 동대문구 장안동 169-39,공동주택,637.85,8,0,0,8,0,2017-03-14,2023-03-22
서울특별시 동대문구 장안동 169-43,공동주택,371.08,5,0,0,1,4,2004-08-12,2023-03-22
서울특별시 동대문구 장안동 169-48,공동주택,1271.28,15,0,0,14,1,2004-05-14,2023-03-22
서울특별시 동대문구 장안동 169-54,공동주택,1285.01,15,0,0,13,2,2004-06-08,2023-03-22
서울특별시 동대문구 장안동 169-56,공동주택,302.36,5,0,0,2,3,2012-11-30,2023-03-22
서울특별시 동대문구 장안동 183-4,공동주택,3382.94,21,0,0,17,4,1997-11-24,2023-03-22
서울특별시 동대문구 장안동 183-31,공동주택,759.94,12,0,0,12,0,2009-12-28,2023-03-22
서울특별시 동대문구 장안동 183-32,공동주택,498.69,6,0,0,0,6,2016-01-28,2023-03-22
서울특별시 동대문구 장안동 184-9,공동주택,863,14,0,0,14,0,2016-05-24,2023-03-22
서울특별시 동대문구 장안동 186-7,공동주택,416.85,5,0,0,3,2,2009-09-11,2023-03-22
서울특별시 동대문구 장안동 186-28,공동주택,423.48,8,0,0,8,0,2002-11-05,2023-03-22
서울특별시 동대문구 장안동 186-35,공동주택,430.72,6,0,0,6,0,2002-06-28,2023-03-22
서울특별시 동대문구 장안동 186-45,공동주택,681.07,8,0,0,4,4,2008-04-15,2023-03-22
서울특별시 동대문구 장안동 186-48,공동주택,704.97,8,0,0,6,2,2007-11-23,2023-03-22
서울특별시 동대문구 장안동 189-2,공동주택,1768.66,23,0,0,0,23,2011-07-08,2023-03-22
서울특별시 동대문구 장안동 189-3,공동주택,108.58,1,0,0,1,0,1965-10-10,2023-03-22
서울특별시 동대문구 장안동 190-38,공동주택,1278.04,6,0,0,0,6,1981-08-01,2023-03-22
서울특별시 동대문구 장안동 192-36,공동주택,1266.61,12,0,0,6,6,2002-05-31,2023-03-22
서울특별시 동대문구 장안동 195-4,공동주택,480.25,8,0,0,0,8,2016-12-21,2023-03-22
서울특별시 동대문구 장안동 215-33,공동주택,298.14,2,0,0,0,2,1991-12-30,2023-03-22
서울특별시 동대문구 장안동 215-37,공동주택,292.23,2,0,0,0,2,1992-01-23,2023-03-22
서울특별시 동대문구 장안동 218-22,공동주택,808.86,13,0,0,9,4,2016-01-14,2023-03-22
서울특별시 동대문구 장안동 219-14,공동주택,1441.98,9,0,0,8,1,1993-04-30,2023-03-22
서울특별시 동대문구 장안동 219-16,공동주택,1277.83,8,0,0,6,2,1992-06-29,2023-03-22
서울특별시 동대문구 장안동 241-8,공동주택,1128.71,13,0,0,8,5,2006-03-02,2023-03-22
서울특별시 동대문구 장안동 241-13,공동주택,1816.8,19,0,0,16,3,2005-02-19,2023-03-22
서울특별시 동대문구 장안동 284-3,공동주택,1362.3,19,0,0,8,11,2004-11-06,2023-03-22
서울특별시 동대문구 장안동 284-11,공동주택,596.95,10,0,0,5,5,2020-06-02,2023-03-22
서울특별시 동대문구 장안동 287-4,공동주택,1195.24,18,0,0,0,18,2015-10-30,2023-03-22
서울특별시 동대문구 장안동 287-7,공동주택,1087.18,16,0,0,12,4,2017-09-06,2023-03-22
서울특별시 동대문구 장안동 287-8,공동주택,1373.96,20,0,0,20,0,2015-03-24,2023-03-22
서울특별시 동대문구 장안동 287-10,공동주택,659.26,8,0,0,0,8,2002-08-23,2023-03-22
서울특별시 동대문구 장안동 288-9,공동주택,849.65,11,0,0,0,11,2018-03-07,2023-03-22
서울특별시 동대문구 장안동 288-12,공동주택,561.95,8,0,0,0,8,2017-01-10,2023-03-22
서울특별시 동대문구 장안동 288-30 외1필지,공동주택,499.28,8,0,0,5,3,2021-02-25,2023-03-22
서울특별시 동대문구 장안동 289-5,공동주택,680.78,10,0,0,0,10,2016-08-04,2023-03-22
서울특별시 동대문구 장안동 289-8,공동주택,638.14,8,0,0,0,8,2015-05-22,2023-03-22
서울특별시 동대문구 장안동 289-14,공동주택,335.02,5,0,0,3,2,2015-03-18,2023-03-22
서울특별시 동대문구 장안동 291-6,공동주택,1200.84,16,0,0,8,8,2016-12-26,2023-03-22
서울특별시 동대문구 장안동 291-7,공동주택,2720.3,23,0,0,19,4,1998-12-02,2023-03-22
서울특별시 동대문구 장안동 291-8,공동주택,"1,025.71",14,0,0,8,6,2018-05-10,2023-03-22
서울특별시 동대문구 장안동 291-10,공동주택,3155.99,27,0,0,22,5,1999-09-15,2023-03-22
서울특별시 동대문구 장안동 291-16,공동주택,1200.84,16,0,0,8,8,2016-12-26,2023-03-22
서울특별시 동대문구 장안동 291-18,공동주택,496.24,7,0,0,0,7,2018-03-19,2023-03-22
서울특별시 동대문구 장안동 293-3 외1필지,공동주택,2396.03,39,0,0,22,17,2018-12-31,2023-03-22
서울특별시 동대문구 장안동 293-10,공동주택,738.638,8,0,0,0,8,2014-05-12,2023-03-22
서울특별시 동대문구 장안동 293-14,공동주택,659.33,10,0,0,6,4,2016-06-13,2023-03-22
서울특별시 동대문구 장안동 293-15,공동주택,420.36,6,0,0,0,6,2002-10-16,2023-03-22
서울특별시 동대문구 장안동 294-2,공동주택,795.47,9,0,0,5,4,2015-06-11,2023-03-22
서울특별시 동대문구 장안동 298-3,공동주택,413.2,7,0,0,2,5,2022-07-05,2023-03-22
서울특별시 동대문구 장안동 298-5,공동주택,1927.14,24,0,0,14,10,2016-06-03,2023-03-22
서울특별시 동대문구 장안동 298-6,공동주택,1142.94,4,0,0,0,4,1985-07-01,2023-03-22
서울특별시 동대문구 장안동 298-23,공동주택,570.3,8,0,0,3,5,2022-07-20,2023-03-22
서울특별시 동대문구 장안동 299-1,공동주택,3173,5,0,0,0,5,1981-12-21,2023-03-22
서울특별시 동대문구 장안동 302-2,공동주택,2010.82,19,0,0,8,11,2007-09-06,2023-03-22
서울특별시 동대문구 장안동 306-8,공동주택,1144.45,13,0,0,6,7,2009-12-03,2023-03-22
서울특별시 동대문구 장안동 306-10,공동주택,2389.42,23,22,0,0,1,2003-08-01,2023-03-22
서울특별시 동대문구 장안동 306-13,공동주택,1144.45,13,0,0,6,7,2003-07-09,2023-03-22
서울특별시 동대문구 장안동 309-6,공동주택,2516.91,23,0,0,15,8,2006-06-01,2023-03-22
서울특별시 동대문구 장안동 309-7,공동주택,10063.19,90,0,0,79,11,2021-07-01,2023-03-22
서울특별시 동대문구 장안동 310-5,공동주택,1746.83,21,0,0,0,21,2006-10-24,2023-03-22
서울특별시 동대문구 장안동 310-14,공동주택,2021.27,27,0,0,0,27,2006-10-10,2023-03-22
서울특별시 동대문구 장안동 311-6,공동주택,2478.73,23,0,0,18,5,2003-03-24,2023-03-22
서울특별시 동대문구 장안동 311-7,공동주택,623.59,8,0,0,7,1,2002-10-26,2023-03-22
서울특별시 동대문구 장안동 312-7,공동주택,2009.53,24,0,0,0,24,2004-08-10,2023-03-22
서울특별시 동대문구 장안동 312-8,공동주택,2150.74,30,0,0,10,20,2013-10-29,2023-03-22
서울특별시 동대문구 장안동 313-7,공동주택,3485.22,33,0,0,23,10,2004-11-18,2023-03-22
서울특별시 동대문구 장안동 313-8,공동주택,6167.9,59,0,0,30,29,2005-11-02,2023-03-22
서울특별시 동대문구 장안동 315-6,공동주택,1296.8,18,0,0,12,6,2016-12-01,2023-03-22
서울특별시 동대문구 장안동 315-8,공동주택,658.23,8,0,0,6,2,2003-08-22,2023-03-22
서울특별시 동대문구 장안동 315-9,공동주택,682.78,12,0,0,12,0,2012-08-02,2023-03-22
서울특별시 동대문구 장안동 315-17,공동주택,554.39,7,0,0,5,2,2019-04-26,2023-03-22
서울특별시 동대문구 장안동 316-6,공동주택,1278.8,17,0,0,8,9,2018-06-01,2023-03-22
서울특별시 동대문구 장안동 316-7,공동주택,500.28,6,0,0,4,2,2002-09-18,2023-03-22
서울특별시 동대문구 장안동 316-14,공동주택,300.92,5,0,0,2,3,2013-07-29,2023-03-22
서울특별시 동대문구 장안동 316-16,공동주택,659.63,10,0,0,7,3,2015-08-05,2023-03-22
서울특별시 동대문구 장안동 316-19,공동주택,330.38,4,0,0,2,2,2020-12-14,2023-03-22
서울특별시 동대문구 장안동 316-23,공동주택,1321.5,18,0,0,16,2,2018-07-10,2023-03-22
서울특별시 동대문구 장안동 317-4,공동주택,2527.59,32,0,0,18,14,2015-12-04,2023-03-22
서울특별시 동대문구 장안동 317-7,공동주택,377.93,5,0,0,5,0,2012-08-22,2023-03-22
서울특별시 동대문구 장안동 317-12,공동주택,342.54,5,0,0,2,3,2013-07-12,2023-03-22
서울특별시 동대문구 장안동 317-15,공동주택,659.362,10,0,0,8,2,2019-04-08,2023-03-22
서울특별시 동대문구 장안동 318-3,공동주택,1760.62,22,0,0,14,8,2017-07-27,2023-03-22
서울특별시 동대문구 장안동 318-4,공동주택,1319.4,20,0,0,17,3,2016-01-05,2023-03-22
서울특별시 동대문구 장안동 318-5,공동주택,1341.99,5,0,0,0,5,1982-06-23,2023-03-22
서울특별시 동대문구 장안동 318-7,공동주택,442.18,2,0,0,0,2,1982-09-28,2023-03-22
서울특별시 동대문구 장안동 318-8,공동주택,453.17,2,0,0,0,2,1982-01-14,2023-03-22
서울특별시 동대문구 장안동 318-9,공동주택,1614.26,23,0,0,6,17,2015-01-20,2023-03-22
서울특별시 동대문구 장안동 318-18,공동주택,845.16,11,0,0,0,11,2014-07-29,2023-03-22
서울특별시 동대문구 장안동 319-2,공동주택,2797.64,25,0,0,19,6,2004-05-04,2023-03-22
서울특별시 동대문구 장안동 319-3,공동주택,655.9,8,0,0,2,6,2004-05-27,2023-03-22
서울특별시 동대문구 장안동 319-6,공동주택,1952.76,24,0,0,5,19,2016-12-29,2023-03-22
서울특별시 동대문구 장안동 320-9,공동주택,371.74,7,0,0,0,7,2015-06-12,2023-03-22
서울특별시 동대문구 장안동 320-10,공동주택,446.68,8,0,0,0,8,2003-04-09,2023-03-22
서울특별시 동대문구 장안동 320-11,공동주택,462.96,9,0,0,0,9,1982-11-04,2023-03-22
서울특별시 동대문구 장안동 320-13,공동주택,462.96,9,0,0,0,9,1982-11-04,2023-03-22
서울특별시 동대문구 장안동 320-15,공동주택,1711.33,24,0,0,0,24,2017-02-24,2023-03-22
서울특별시 동대문구 장안동 320-16,공동주택,1303.18,16,0,0,0,16,2017-07-27,2023-03-22
서울특별시 동대문구 장안동 321-10,공동주택,3395.11,42,0,0,0,42,2016-06-07,2023-03-22
서울특별시 동대문구 장안동 321-11,공동주택,1836.14,28,0,0,0,28,2015-09-21,2023-03-22
서울특별시 동대문구 장안동 324-4,공동주택,1318.1,16,0,0,0,16,2016-05-04,2023-03-22
서울특별시 동대문구 장안동 326-2,공동주택,1998.5,29,0,0,28,1,2016-10-20,2023-03-22
서울특별시 동대문구 장안동 326-4,공동주택,1641.45,24,0,0,0,24,2019-04-03,2023-03-22
서울특별시 동대문구 장안동 326-5 외1필지,공동주택,689.92,11,0,0,0,11,2018-03-20,2023-03-22
서울특별시 동대문구 장안동 326-7,공동주택,1294.18,5,0,0,0,5,1982-06-10,2023-03-22
서울특별시 동대문구 장안동 326-10,공동주택,4674.39,34,0,0,25,9,2005-04-21,2023-03-22
서울특별시 동대문구 장안동 327-0,공동주택,14885.74,124,0,0,97,27,2004-06-16,2023-03-22
서울특별시 동대문구 장안동 327-6,공동주택,609.4,7,0,0,5,2,2019-03-22,2023-03-22
서울특별시 동대문구 장안동 327-8,공동주택,659.53,10,0,0,6,4,2016-05-17,2023-03-22
서울특별시 동대문구 장안동 327-11,공동주택,1071.1,12,0,0,5,7,2018-02-14,2023-03-22
서울특별시 동대문구 장안동 329-2,공동주택,128304.24,981,0,0,981,0,2007-08-04,2023-03-22
서울특별시 동대문구 장안동 329-2(상가),공동주택,2521.37,21,0,0,0,21,2007-08-04,2023-03-22
서울특별시 동대문구 장안동 329-3,공동주택,255680.9,2073,0,0,1856,217,2007-06-28,2023-03-22
서울특별시 동대문구 장안동 332-2,공동주택,4207.71,39,0,0,28,11,1999-07-07,2023-03-22
서울특별시 동대문구 장안동 332-6,공동주택,6934.23,49,0,0,44,5,1996-07-15,2023-03-22
서울특별시 동대문구 장안동 332-8,공동주택,495.83,8,0,0,4,4,2012-01-10,2023-03-22
서울특별시 동대문구 장안동 333-4,공동주택,3222.03,36,0,0,0,36,2019-11-26,2023-03-22
서울특별시 동대문구 장안동 333-5,공동주택,1623.67,18,0,0,0,18,2011-10-24,2023-03-22
서울특별시 동대문구 장안동 334-3,공동주택,3343.4,31,0,0,20,11,2020-08-20,2023-03-22
서울특별시 동대문구 장안동 334-5,공동주택,2669.72,31,0,0,22,9,2004-04-19,2023-03-22
서울특별시 동대문구 장안동 334-6,공동주택,4179.94,34,0,0,27,7,2005-08-23,2023-03-22
서울특별시 동대문구 장안동 335-7,공동주택,2818.89,31,23,0,0,8,2017-05-18,2023-03-22
서울특별시 동대문구 장안동 335-8,공동주택,5531.63,47,0,0,33,14,2005-06-24,2023-03-22
서울특별시 동대문구 장안동 335-10,공동주택,6910.42,72,0,0,58,14,2019-10-02,2023-03-22
서울특별시 동대문구 장안동 336-0,공동주택,366425.36,2990,0,0,2990,0,2003-10-28,2023-03-22
서울특별시 동대문구 장안동 337-2,공동주택,4430.07,45,38,0,0,7,2019-10-11,2023-03-22
서울특별시 동대문구 장안동 337-3,공동주택,6736.1,59,0,0,41,18,2005-06-04,2023-03-22
서울특별시 동대문구 장안동 337-14,공동주택,329.84,2,0,0,0,2,1986-12-10,2023-03-22
서울특별시 동대문구 장안동 338-1,공동주택,1199.72,4,0,0,0,4,1982-02-19,2023-03-22
서울특별시 동대문구 장안동 338-10,공동주택,1978.76,26,0,0,18,8,2015-09-10,2023-03-22
서울특별시 동대문구 장안동 338-11,공동주택,1903.1,24,0,0,18,6,2015-03-26,2023-03-22
서울특별시 동대문구 장안동 338-12,공동주택,1175.62,16,0,0,4,12,2016-06-20,2023-03-22
서울특별시 동대문구 장안동 338-13,공동주택,461.95,7,0,0,7,0,2016-02-25,2023-03-22
서울특별시 동대문구 장안동 338-19,공동주택,459.56,7,0,0,5,2,2016-03-04,2023-03-22
서울특별시 동대문구 장안동 339-2 외1필지,공동주택,656.2,8,0,0,6,2,2020-01-10,2023-03-22
서울특별시 동대문구 장안동 339-7,공동주택,2685.65,25,0,0,17,8,2004-01-09,2023-03-22
서울특별시 동대문구 장안동 339-15,공동주택,1879.96,24,0,0,0,24,2015-09-21,2023-03-22
서울특별시 동대문구 장안동 340-2,공동주택,659.64,5,0,0,2,3,1994-06-08,2023-03-22
서울특별시 동대문구 장안동 341-1 외 2필지,공동주택,1906.69,26,0,0,8,18,2022-04-13,2023-03-22
서울특별시 동대문구 장안동 341-3,공동주택,339.11,4,0,0,0,4,2013-03-14,2023-03-22
서울특별시 동대문구 장안동 341-9,공동주택,492.66,4,0,0,0,4,1994-09-13,2023-03-22
서울특별시 동대문구 장안동 341-11,공동주택,659.6,10,0,0,4,6,2016-05-23,2023-03-22
서울특별시 동대문구 장안동 341-16,공동주택,336.27,5,0,0,3,2,2021-01-29,2023-03-22
서울특별시 동대문구 장안동 341-17,공동주택,362.28,5,0,0,3,2,2021-01-29,2023-03-22
서울특별시 동대문구 장안동 341-18,공동주택,323.06,5,0,0,0,5,2009-11-27,2023-03-22
서울특별시 동대문구 장안동 341-19,공동주택,250.61,10,0,0,3,7,1984-08-11,2023-03-22
서울특별시 동대문구 장안동 341-22,공동주택,383.39,5,0,0,5,0,2014-03-03,2023-03-22
서울특별시 동대문구 장안동 341-23,공동주택,659.94,10,0,0,8,2,2010-11-11,2023-03-22
서울특별시 동대문구 장안동 341-24,공동주택,367.92,4,0,0,0,4,2014-04-01,2023-03-22
서울특별시 동대문구 장안동 341-25,공동주택,773.68,4,0,0,0,4,1986-06-03,2023-03-22
서울특별시 동대문구 장안동 341-26,공동주택,1246.14,6,0,0,0,6,1982-04-23,2023-03-22
서울특별시 동대문구 장안동 341-32,공동주택,659.8,8,0,0,4,4,2021-05-24,2023-03-22
서울특별시 동대문구 장안동 342-3,공동주택,9849.97,95,0,0,46,49,2005-12-19,2023-03-22
서울특별시 동대문구 장안동 342-11,공동주택,4975.85,45,0,0,25,20,2005-02-28,2023-03-22
서울특별시 동대문구 장안동 342-13,공동주택,6620.1,65,0,0,29,36,2004-08-18,2023-03-22
서울특별시 동대문구 장안동 342-21,공동주택,2654.08,31,24,0,0,7,2016-11-17,2023-03-22
서울특별시 동대문구 장안동 344-1,공동주택,7963.13,73,0,0,59,14,2004-12-27,2023-03-22
서울특별시 동대문구 장안동 344-2,공동주택,2989.18,39,34,0,1,4,2018-08-28,2023-03-22
서울특별시 동대문구 장안동 344-5,공동주택,2424.52,33,26,0,0,7,2008-04-17,2023-03-22
서울특별시 동대문구 장안동 344-6,공동주택,598.24,8,0,0,8,0,2003-04-04,2023-03-22
서울특별시 동대문구 장안동 344-8,공동주택,2383.85,18,12,0,2,4,2012-07-13,2023-03-22
서울특별시 동대문구 장안동 344-11,공동주택,598.24,8,0,0,8,0,2003-03-31,2023-03-22
서울특별시 동대문구 장안동 345-10,공동주택,2158.98,18,17,0,0,1,2013-05-06,2023-03-22
서울특별시 동대문구 장안동 346-1,공동주택,9989.43,89,0,0,82,7,2018-07-19,2023-03-22
서울특별시 동대문구 장안동 346-2,공동주택,4535.19,48,38,0,7,3,2016-10-25,2023-03-22
서울특별시 동대문구 장안동 346-9,공동주택,1711.74,23,22,0,0,1,2010-10-25,2023-03-22
서울특별시 동대문구 장안동 346-11,공동주택,1138.77,12,0,0,6,6,2009-04-09,2023-03-22
서울특별시 동대문구 장안동 346-17,공동주택,289.54,4,0,0,0,4,2018-06-11,2023-03-22
서울특별시 동대문구 장안동 346-18,공동주택,672.35,8,0,0,0,8,2016-02-19,2023-03-22
서울특별시 동대문구 장안동 346-19,공동주택,659.15,8,0,0,4,4,2017-05-30,2023-03-22
서울특별시 동대문구 장안동 346-20,공동주택,656.3,21,0,0,14,7,2015-09-18,2023-03-22
서울특별시 동대문구 장안동 346-21,공동주택,2687.4,32,0,0,15,17,2018-10-16,2023-03-22
서울특별시 동대문구 장안동 346-28,공동주택,715.91,8,0,0,8,0,2012-12-18,2023-03-22
서울특별시 동대문구 장안동 347-8,공동주택,15009.91,124,0,0,88,36,2006-05-11,2023-03-22
서울특별시 동대문구 장안동 349-3,공동주택,347.24,5,0,0,0,5,2012-11-02,2023-03-22
서울특별시 동대문구 장안동 349-4,공동주택,1477.37,2,0,0,0,2,1982-04-09,2023-03-22
서울특별시 동대문구 장안동 349-6,공동주택,477.7,8,0,0,4,4,2018-05-29,2023-03-22
서울특별시 동대문구 장안동 349-8,공동주택,1975.392,24,0,0,0,24,2018-12-19,2023-03-22
서울특별시 동대문구 장안동 349-12,공동주택,850.34,15,0,0,0,15,2016-08-08,2023-03-22
서울특별시 동대문구 장안동 349-25,공동주택,541.48,8,0,0,6,2,2018-05-29,2023-03-22
서울특별시 동대문구 장안동 349-26,공동주택,395.65,7,0,0,6,1,2018-05-29,2023-03-22
서울특별시 동대문구 장안동 349-27,공동주택,460.72,7,0,0,7,0,2018-05-29,2023-03-22
서울특별시 동대문구 장안동 350-1,공동주택,756.21,8,0,0,0,8,2012-09-27,2023-03-22
서울특별시 동대문구 장안동 350-5,공동주택,2478.47,23,0,0,17,6,2004-07-13,2023-03-22
서울특별시 동대문구 장안동 350-6,공동주택,2117.95,18,0,0,17,1,2004-07-02,2023-03-22
서울특별시 동대문구 장안동 350-7,공동주택,2130.59,19,0,0,13,6,2004-06-16,2023-03-22
서울특별시 동대문구 장안동 350-10,공동주택,658.91,6,0,0,0,6,1982-11-17,2023-03-22
서울특별시 동대문구 장안동 350-11,공동주택,2108.03,23,0,0,10,13,2003-11-04,2023-03-22
서울특별시 동대문구 장안동 351-1,공동주택,2602.25,18,0,0,0,18,1983-11-30,2023-03-22
서울특별시 동대문구 장안동 351-5,공동주택,2403.913,28,0,0,0,28,2016-12-22,2023-03-22
서울특별시 동대문구 장안동 351-10,공동주택,654.81,16,0,0,5,11,2015-12-11,2023-03-22
서울특별시 동대문구 장안동 351-11,공동주택,387.02,6,0,0,4,2,2013-03-27,2023-03-22
서울특별시 동대문구 장안동 354-2,공동주택,89383.03,693,0,0,665,28,2003-04-30,2023-03-22
서울특별시 동대문구 장안동 358-1,공동주택,1666.46,24,0,0,0,24,2016-02-16,2023-03-22
서울특별시 동대문구 장안동 358-7,공동주택,725.72,8,0,0,0,8,2020-06-11,2023-03-22
서울특별시 동대문구 장안동 358-18,공동주택,2031.25,24,0,0,0,24,2004-03-16,2023-03-22
서울특별시 동대문구 장안동 359-1,공동주택,331.02,4,0,0,0,4,2012-07-05,2023-03-22
서울특별시 동대문구 장안동 359-2,공동주택,620.84,8,0,0,8,0,2023-01-13,2023-03-22
서울특별시 동대문구 장안동 360-2,공동주택,2374.67,28,0,0,7,21,2003-01-28,2023-03-22
서울특별시 동대문구 장안동 360-7,공동주택,1281.91,15,0,0,15,0,2003-04-21,2023-03-22
서울특별시 동대문구 장안동 362-2,공동주택,1051.95,12,0,0,7,5,2017-02-23,2023-03-22
서울특별시 동대문구 장안동 362-3,공동주택,1978.74,25,0,0,17,8,2015-01-29,2023-03-22
서울특별시 동대문구 장안동 362-7,공동주택,2153.17,24,0,0,0,24,2004-11-05,2023-03-22
서울특별시 동대문구 장안동 363-3,공동주택,271.62,0,0,0,0,0,1986-11-25,2023-03-22
서울특별시 동대문구 장안동 363-11,공동주택,1037.13,12,0,0,0,12,2005-07-29,2023-03-22
서울특별시 동대문구 장안동 364-7,공동주택,2295.66,30,0,26,0,4,2018-09-11,2023-03-22
서울특별시 동대문구 장안동 364-9,공동주택,2017.89,16,12,0,1,3,2012-03-30,2023-03-22
서울특별시 동대문구 장안동 365-4,공동주택,28530,251,126,0,125,0,2013-12-04,2023-03-22
서울특별시 동대문구 장안동 367-4,공동주택,2403.11,30,19,0,5,6,2014-05-14,2023-03-22
서울특별시 동대문구 장안동 367-11,공동주택,2384.88,31,23,0,4,4,2014-05-14,2023-03-22
서울특별시 동대문구 장안동 371-1,공동주택,75865.35,614,144,0,470,0,2002-08-05,2023-03-22
서울특별시 동대문구 장안동 372-5,공동주택,8613.62,60,31,0,29,0,2012-01-18,2023-03-22
서울특별시 동대문구 장안동 372-9,공동주택,2100.15,24,15,0,7,2,2015-08-13,2023-03-22
서울특별시 동대문구 장안동 372-12,공동주택,3623.48,44,34,0,0,10,2019-05-14,2023-03-22
서울특별시 동대문구 장안동 372-16,공동주택,2796.76,33,23,0,4,6,2015-08-13,2023-03-22
서울특별시 동대문구 장안동 373-7,공동주택,5937.29,62,54,0,0,8,2002-04-22,2023-03-22
서울특별시 동대문구 장안동 374-9,공동주택,2375.04,32,29,0,1,2,2016-10-05,2023-03-22
서울특별시 동대문구 장안동 375-6,공동주택,1208.75,18,0,0,0,18,2016-12-28,2023-03-22
서울특별시 동대문구 장안동 375-7,공동주택,2072.58,24,0,0,0,24,2003-12-09,2023-03-22
서울특별시 동대문구 장안동 375-11,공동주택,1633.2,16,0,0,5,11,2004-01-13,2023-03-22
서울특별시 동대문구 장안동 378-3,공동주택,1486.02,17,0,0,0,17,2005-02-11,2023-03-22
서울특별시 동대문구 장안동 378-8,공동주택,879.84,0,0,0,0,0,1982-12-31,2023-03-22
서울특별시 동대문구 장안동 378-11,공동주택,326.12,2,0,0,0,2,1986-10-31,2023-03-22
서울특별시 동대문구 장안동 378-12,공동주택,326.12,0,0,0,0,0,1986-12-31,2023-03-22
서울특별시 동대문구 장안동 378-13,공동주택,326.12,2,0,0,0,2,1987-01-09,2023-03-22
서울특별시 동대문구 장안동 380-1,공동주택,3854.93,33,0,0,0,33,2004-03-20,2023-03-22
서울특별시 동대문구 장안동 380-5,공동주택,670.1,6,0,0,3,3,1997-07-03,2023-03-22
서울특별시 동대문구 장안동 381-3,공동주택,12795.92,116,0,0,104,12,2009-06-01,2023-03-22
서울특별시 동대문구 장안동 381-6,공동주택,1947.6,23,0,0,13,10,2016-06-20,2023-03-22
서울특별시 동대문구 장안동 381-7,공동주택,1141.69,16,0,0,6,10,2016-10-21,2023-03-22
서울특별시 동대문구 장안동 381-8,공동주택,3142.3,36,0,0,13,23,2017-01-03,2023-03-22
서울특별시 동대문구 장안동 381-10,공동주택,716.32,10,0,0,6,4,2008-10-29,2023-03-22
서울특별시 동대문구 장안동 381-12,공동주택,659.99,8,0,0,0,8,2014-10-29,2023-03-22
서울특별시 동대문구 장안동 381-14,공동주택,579.85,7,0,0,0,7,2010-06-17,2023-03-22
서울특별시 동대문구 장안동 382-2,공동주택,4536.07,38,0,0,20,18,2014-05-09,2023-03-22
서울특별시 동대문구 장안동 382-3,공동주택,1813.39,22,18,0,0,4,2017-01-25,2023-03-22
서울특별시 동대문구 장안동 382-4,공동주택,1607.15,22,0,18,0,4,2017-01-25,2023-03-22
서울특별시 동대문구 장안동 382-5,공동주택,7768.24,71,0,0,71,0,2016-08-23,2023-03-22
서울특별시 동대문구 장안동 382-14,공동주택,658.7,9,0,0,0,9,2018-11-20,2023-03-22
서울특별시 동대문구 장안동 383-10,공동주택,3720.7,42,34,0,4,4,2015-01-15,2023-03-22
서울특별시 동대문구 장안동 383-11,공동주택,3720.7,41,34,0,4,3,2015-01-15,2023-03-22
서울특별시 동대문구 장안동 384-1,공동주택,11927.99,99,45,0,39,15,2005-01-27,2023-03-22
서울특별시 동대문구 장안동 384-4,공동주택,740.41,5,0,0,0,5,1982-08-04,2023-03-22
서울특별시 동대문구 장안동 385-2,공동주택,1246.39,17,0,0,0,17,2008-10-07,2023-03-22
서울특별시 동대문구 장안동 389-2,공동주택,2174.65,29,0,0,22,7,2018-11-20,2023-03-22
서울특별시 동대문구 장안동 389-3,공동주택,382.67,6,0,0,2,4,2016-12-28,2023-03-22
서울특별시 동대문구 장안동 389-11,공동주택,654.71,9,0,0,0,9,2021-07-13,2023-03-22
서울특별시 동대문구 장안동 389-12,공동주택,488.77,7,0,0,7,0,2020-12-24,2023-03-22
서울특별시 동대문구 장안동 390-2,공동주택,464.25,0,0,0,0,0,1982-05-24,2023-03-22
서울특별시 동대문구 장안동 390-5,공동주택,1476.86,17,0,0,11,6,2003-01-29,2023-03-22
