소재지 주소,용도,연면적,총주차대수,옥내기계식,옥외기계식,옥내자주식,옥외자주식,사용승인일,데이터 기준일자
서울특별시 동대문구 전농동 103-22,공동주택,1430.68,11,0,0,8,3,2002-06-17,2023-03-22
서울특별시 동대문구 전농동 103-23,공동주택,754.32,8,0,0,0,8,1999-10-26,2023-03-22
서울특별시 동대문구 전농동 103-24,공동주택,462.64,6,0,0,6,0,2002-10-08,2023-03-22
서울특별시 동대문구 전농동 103-25,공동주택,659.2,8,0,0,8,0,2003-03-26,2023-03-22
서울특별시 동대문구 전농동 103-30 외1필지,공동주택,586.43,8,0,0,3,5,2018-02-07,2023-03-22
서울특별시 동대문구 전농동 103-32,공동주택,414.78,5,0,0,4,1,2015-11-12,2023-03-22
서울특별시 동대문구 전농동 103-33,공동주택,700.12,10,0,0,0,10,2016-11-24,2023-03-22
서울특별시 동대문구 전농동 103-36,공동주택,646.16,5,0,0,0,5,1994-10-07,2023-03-22
서울특별시 동대문구 전농동 103-38,공동주택,659.25,8,0,0,6,2,2002-08-30,2023-03-22
서울특별시 동대문구 전농동 103-39,공동주택,339.33,7,0,0,7,0,2019-03-29,2023-03-22
서울특별시 동대문구 전농동 103-50,공동주택,496.48,2,0,0,0,2,1991-05-07,2023-03-22
서울특별시 동대문구 전농동 103-55,공동주택,646.74,4,0,0,2,2,1992-01-16,2023-03-22
서울특별시 동대문구 전농동 103-56,공동주택,852.08,16,0,0,13,3,2016-07-08,2023-03-22
서울특별시 동대문구 전농동 103-59,공동주택,593.48,9,0,0,5,4,2019-11-28,2023-03-22
서울특별시 동대문구 전농동 103-62,공동주택,752.47,6,0,0,2,4,1995-09-04,2023-03-22
서울특별시 동대문구 전농동 103-65,공동주택,1091.08,8,0,0,2,6,1995-11-02,2023-03-22
서울특별시 동대문구 전농동 103-67,공동주택,733.67,8,0,0,7,1,2015-02-06,2023-03-22
서울특별시 동대문구 전농동 103-68,공동주택,501.74,5,0,0,3,2,2013-02-12,2023-03-22
서울특별시 동대문구 전농동 103-70,공동주택,598.09,4,0,0,2,2,1992-04-24,2023-03-22
서울특별시 동대문구 전농동 103-74,공동주택,598.4,4,0,0,0,4,1992-01-28,2023-03-22
서울특별시 동대문구 전농동 103-77,공동주택,657.6,5,0,0,0,5,1991-09-10,2023-03-22
서울특별시 동대문구 전농동 103-78,공동주택,1045.9,8,0,0,2,6,1996-05-18,2023-03-22
서울특별시 동대문구 전농동 103-89,공동주택,439.22,6,0,0,4,2,2008-09-02,2023-03-22
서울특별시 동대문구 전농동 103-93 외4필지,공동주택,976.76,10,0,0,10,0,2018-05-15,2023-03-22
서울특별시 동대문구 전농동 103-95,공동주택,1353.87,9,0,0,4,5,1993-05-24,2023-03-22
서울특별시 동대문구 전농동 103-106,공동주택,1154.32,11,0,0,8,3,2013-05-23,2023-03-22
서울특별시 동대문구 전농동 103-116,공동주택,408.5,7,0,0,0,7,2019-09-06,2023-03-22
서울특별시 동대문구 전농동 103-124,공동주택,375.34,6,0,0,6,0,2003-08-27,2023-03-22
서울특별시 동대문구 전농동 103-129,공동주택,304.74,2,0,0,0,2,1996-11-26,2023-03-22
서울특별시 동대문구 전농동 103-131,공동주택,587.84,8,0,0,3,5,2016-01-25,2023-03-22
서울특별시 동대문구 전농동 103-132,공동주택,571.56,8,0,0,8,0,2016-01-25,2023-03-22
서울특별시 동대문구 전농동 103-139,공동주택,429.44,7,0,0,7,0,2015-09-21,2023-03-22
서울특별시 동대문구 전농동 103-146,공동주택,155.49,2,0,0,1,1,2003-07-10,2023-03-22
서울특별시 동대문구 전농동 103-150,공동주택,259.64,2,0,0,0,2,1997-04-23,2023-03-22
서울특별시 동대문구 전농동 103-152,공동주택,536.42,8,0,0,8,0,2003-08-14,2023-03-22
서울특별시 동대문구 전농동 103-184,공동주택,659.7,10,0,0,0,10,2016-11-28,2023-03-22
서울특별시 동대문구 전농동 103-228,공동주택,883.34,14,0,0,5,9,2019-02-20,2023-03-22
서울특별시 동대문구 전농동 103-231 외2필지,공동주택,363.51,5,0,0,2,3,2018-08-17,2023-03-22
서울특별시 동대문구 전농동 103-233 외2필지,공동주택,605.99,8,0,0,6,2,2018-07-31,2023-03-22
서울특별시 동대문구 전농동 103-276,공동주택,349.38,6,0,0,6,0,2007-08-30,2023-03-22
서울특별시 동대문구 전농동 103-281,공동주택,562.18,8,0,0,7,1,2019-02-12,2023-03-22
서울특별시 동대문구 전농동 103-282,공동주택,409.36,6,0,0,6,0,2013-10-31,2023-03-22
서울특별시 동대문구 전농동 103-307,공동주택,534,7,0,0,6,1,2019-04-16,2023-03-22
서울특별시 동대문구 전농동 103-352,공동주택,550.45,6,0,0,2,4,2003-06-09,2023-03-22
서울특별시 동대문구 전농동 103-355,공동주택,311.95,5,0,0,5,0,2021-11-23,2023-03-22
서울특별시 동대문구 전농동 103-364,공동주택,538.7,8,0,0,0,8,2004-08-27,2023-03-22
서울특별시 동대문구 전농동 103-377,공동주택,513.33,8,0,0,0,8,2019-07-26,2023-03-22
서울특별시 동대문구 전농동 103-445,공동주택,576.72,8,0,0,5,3,2008-12-18,2023-03-22
서울특별시 동대문구 전농동 103-495,공동주택,300.34,8,0,0,0,8,2009-01-23,2023-03-22
서울특별시 동대문구 전농동 103-500,공동주택,537.03,4,0,0,2,2,2003-12-02,2023-03-22
서울특별시 동대문구 전농동 103-501,공동주택,447.36,6,0,0,6,0,2002-10-11,2023-03-22
서울특별시 동대문구 전농동 103-522,공동주택,659,8,0,0,0,8,2021-10-01,2023-03-22
서울특별시 동대문구 전농동 103-571,공동주택,989.27,13,0,0,10,3,2015-01-05,2023-03-22
서울특별시 동대문구 전농동 103-590,공동주택,447.06,5,0,0,4,1,2013-12-03,2023-03-22
서울특별시 동대문구 전농동 103-610,공동주택,423,6,0,0,4,2,2015-09-24,2023-03-22
서울특별시 동대문구 전농동 113-15,공동주택,471.03,5,0,0,5,0,2013-06-12,2023-03-22
서울특별시 동대문구 전농동 113-28,공동주택,444.56,4,0,0,2,2,2002-12-17,2023-03-22
서울특별시 동대문구 전농동 113-65,공동주택,522.23,6,0,0,4,2,2012-11-17,2023-03-22
서울특별시 동대문구 전농동 124-36 외3,공동주택,1541.7,18,0,0,0,18,2022-10-14,2023-03-22
서울특별시 동대문구 전농동 124-43,공동주택,870.94,15,0,0,15,0,2021-06-21,2023-03-22
서울특별시 동대문구 전농동 126-22,공동주택,525.52,8,0,0,8,0,2008-07-30,2023-03-22
서울특별시 동대문구 전농동 126-25,공동주택,562.36,8,0,0,8,0,2002-09-14,2023-03-22
서울특별시 동대문구 전농동 126-26,공동주택,630.27,9,0,0,3,6,2019-09-03,2023-03-22
서울특별시 동대문구 전농동 126-66,공동주택,580.92,4,0,0,4,0,1994-11-12,2023-03-22
서울특별시 동대문구 전농동 126-69,공동주택,489.71,8,0,0,8,0,2008-09-04,2023-03-22
서울특별시 동대문구 전농동 126-72,공동주택,580.42,8,0,0,0,8,2019-03-05,2023-03-22
서울특별시 동대문구 전농동 127-25,공동주택,469.59,6,0,0,4,2,2017-12-28,2023-03-22
서울특별시 동대문구 전농동 127-34,공동주택,590.48,8,0,0,2,6,2018-08-31,2023-03-22
서울특별시 동대문구 전농동 127-35,공동주택,659.45,8,0,0,0,8,2016-03-02,2023-03-22
서울특별시 동대문구 전농동 127-38,공동주택,604.51,8,0,0,2,6,2018-03-14,2023-03-22
서울특별시 동대문구 전농동 127-39,공동주택,591.12,8,0,0,2,6,2018-06-27,2023-03-22
서울특별시 동대문구 전농동 127-41,공동주택,715.87,6,0,0,0,6,2013-08-29,2023-03-22
서울특별시 동대문구 전농동 127-42,공동주택,634.29,8,0,0,2,6,2002-01-21,2023-03-22
서울특별시 동대문구 전농동 127-45,공동주택,717.69,8,0,0,0,8,2017-02-01,2023-03-22
서울특별시 동대문구 전농동 127-46,공동주택,659.31,9,0,0,5,4,2020-01-15,2023-03-22
서울특별시 동대문구 전농동 127-47,공동주택,658.32,9,0,0,0,9,2020-01-16,2023-03-22
서울특별시 동대문구 전농동 127-48,공동주택,658.89,9,0,0,0,9,2020-01-16,2023-03-22
서울특별시 동대문구 전농동 127-50,공동주택,599.11,8,0,0,3,5,2016-11-25,2023-03-22
서울특별시 동대문구 전농동 127-52,공동주택,650.45,5,0,0,0,5,1994-04-25,2023-03-22
서울특별시 동대문구 전농동 127-53,공동주택,592.52,8,0,0,6,2,2008-08-20,2023-03-22
서울특별시 동대문구 전농동 127-54,공동주택,388.74,5,0,0,0,5,2007-08-13,2023-03-22
서울특별시 동대문구 전농동 127-55,공동주택,628.76,6,0,0,5,1,2002-08-13,2023-03-22
서울특별시 동대문구 전농동 127-57 외 1필지,공동주택,631.35,8,0,0,7,1,2019-06-05,2023-03-22
서울특별시 동대문구 전농동 127-60,공동주택,551.04,8,0,0,2,6,2019-03-14,2023-03-22
서울특별시 동대문구 전농동 127-61,공동주택,657.38,6,0,0,5,1,2002-05-15,2023-03-22
서울특별시 동대문구 전농동 127-72,공동주택,659.55,6,0,0,5,1,2002-04-22,2023-03-22
서울특별시 동대문구 전농동 127-73,공동주택,659.55,6,0,0,5,1,2002-05-03,2023-03-22
서울특별시 동대문구 전농동 127-81,공동주택,489.33,7,0,0,4,3,2007-02-09,2023-03-22
서울특별시 동대문구 전농동 127-102,공동주택,688.15,8,0,0,1,7,2019-04-03,2023-03-22
서울특별시 동대문구 전농동 127-103,공동주택,217.12,6,0,0,6,0,2007-12-17,2023-03-22
서울특별시 동대문구 전농동 127-134,공동주택,228.59,4,0,0,3,1,2019-07-05,2023-03-22
서울특별시 동대문구 전농동 127-159,공동주택,363.19,5,0,0,5,0,2007-09-18,2023-03-22
서울특별시 동대문구 전농동 127-244,공동주택,402.9,6,0,0,6,0,2004-04-13,2023-03-22
서울특별시 동대문구 전농동 128-72,공동주택,306.91,5,0,0,2,3,2008-09-01,2023-03-22
서울특별시 동대문구 전농동 128-81,공동주택,589.07,8,0,0,6,2,2007-11-21,2023-03-22
서울특별시 동대문구 전농동 129-21,공동주택,640.94,6,0,0,5,1,2002-01-10,2023-03-22
서울특별시 동대문구 전농동 129-26,공동주택,674.76,6,0,0,5,1,2002-01-31,2023-03-22
서울특별시 동대문구 전농동 130-60,공동주택,754.98,6,0,0,6,0,2000-04-29,2023-03-22
서울특별시 동대문구 전농동 130-67,공동주택,165.53,1,0,0,0,1,1995-06-28,2023-03-22
서울특별시 동대문구 전농동 130-89,공동주택,656.72,6,0,0,4,2,2001-01-15,2023-03-22
서울특별시 동대문구 전농동 130-105,공동주택,691.52,9,0,0,6,3,2017-10-11,2023-03-22
서울특별시 동대문구 전농동 130-128,공동주택,416.85,8,0,0,4,4,2015-09-18,2023-03-22
서울특별시 동대문구 전농동 133-9,공동주택,569.71,7,0,0,7,0,2020-12-31,2023-03-22
서울특별시 동대문구 전농동 133-26,공동주택,245.4,4,0,0,4,0,2021-09-09,2023-03-22
서울특별시 동대문구 전농동 136-33,공동주택,356.14,3,0,0,1,2,2002-01-21,2023-03-22
서울특별시 동대문구 전농동 141-35,공동주택,499.8,4,0,0,2,2,2021-07-07,2023-03-22
서울특별시 동대문구 전농동 152-15,공동주택,216.67,2,0,0,0,2,2003-02-19,2023-03-22
서울특별시 동대문구 전농동 152-27,공동주택,255.26,3,0,0,3,0,2014-02-06,2023-03-22
서울특별시 동대문구 전농동 152-55,공동주택,511.84,6,0,0,0,6,2013-12-27,2023-03-22
서울특별시 동대문구 전농동 152-112,공동주택,599.8,4,0,0,0,4,1993-10-29,2023-03-22
서울특별시 동대문구 전농동 152-127,공동주택,353.77,6,0,0,5,1,2020-12-30,2023-03-22
서울특별시 동대문구 전농동 153-2,공동주택,555.26,8,0,0,0,8,2004-10-21,2023-03-22
서울특별시 동대문구 전농동 155-0,공동주택,77531.59,611,0,0,499,112,2000-05-13,2023-03-22
서울특별시 동대문구 전농동 206-21,공동주택,642,5,0,0,0,5,1992-10-06,2023-03-22
서울특별시 동대문구 전농동 206-22,공동주택,656.43,4,0,0,2,2,1992-07-11,2023-03-22
서울특별시 동대문구 전농동 206-25,공동주택,748.63,7,0,0,6,1,2004-11-20,2023-03-22
서울특별시 동대문구 전농동 206-26,공동주택,659.94,8,0,0,6,2,2003-03-24,2023-03-22
서울특별시 동대문구 전농동 206-27,공동주택,734.76,7,0,0,5,2,2001-09-28,2023-03-22
서울특별시 동대문구 전농동 206-43,공동주택,286.4,4,0,0,3,1,2008-10-20,2023-03-22
서울특별시 동대문구 전농동 206-71,공동주택,1992.42,14,0,0,9,5,1995-07-13,2023-03-22
서울특별시 동대문구 전농동 206-108,공동주택,658.11,6,0,0,4,2,2001-10-22,2023-03-22
서울특별시 동대문구 전농동 206-123,공동주택,420.29,6,0,0,4,2,2002-04-12,2023-03-22
서울특별시 동대문구 전농동 209-13,공동주택,611.63,4,0,0,3,1,1991-11-23,2023-03-22
서울특별시 동대문구 전농동 209-25,공동주택,978.68,5,0,0,4,1,2003-08-28,2023-03-22
서울특별시 동대문구 전농동 209-30,공동주택,659.2,7,0,0,0,7,2001-06-22,2023-03-22
서울특별시 동대문구 전농동 209-44,공동주택,805.52,9,0,0,9,0,2002-09-30,2023-03-22
서울특별시 동대문구 전농동 209-50,공동주택,659.82,10,0,0,7,3,2016-05-11,2023-03-22
서울특별시 동대문구 전농동 209-55,공동주택,685.12,11,0,0,2,9,2017-04-25,2023-03-22
서울특별시 동대문구 전농동 209-115,공동주택,513.09,6,0,0,5,1,2001-12-14,2023-03-22
서울특별시 동대문구 전농동 209-119,공동주택,833.44,6,0,0,5,1,1995-07-05,2023-03-22
서울특별시 동대문구 전농동 209-129,공동주택,567.74,7,0,0,5,2,1996-04-15,2023-03-22
서울특별시 동대문구 전농동 212-4,공동주택,659.56,6,0,0,4,2,2002-07-05,2023-03-22
서울특별시 동대문구 전농동 212-15,공동주택,278.48,4,0,0,1,3,2018-03-06,2023-03-22
서울특별시 동대문구 전농동 212-16,공동주택,352.94,4,0,0,3,1,2011-10-24,2023-03-22
서울특별시 동대문구 전농동 212-19,공동주택,604.95,8,0,0,0,8,2017-10-17,2023-03-22
서울특별시 동대문구 전농동 213-5,공동주택,286.9,3,0,0,1,2,2020-10-27,2023-03-22
서울특별시 동대문구 전농동 213-9,공동주택,396.85,4,0,0,4,0,2003-04-03,2023-03-22
서울특별시 동대문구 전농동 213-12,공동주택,604.37,8,0,0,5,3,2017-07-27,2023-03-22
서울특별시 동대문구 전농동 213-13,공동주택,565.73,8,0,0,0,8,2016-02-29,2023-03-22
서울특별시 동대문구 전농동 213-18,공동주택,659.66,10,0,0,7,3,2017-07-17,2023-03-22
서울특별시 동대문구 전농동 213-22,공동주택,599.84,8,0,0,8,0,2009-05-22,2023-03-22
서울특별시 동대문구 전농동 213-23,공동주택,488.9475,6,0,0,6,0,2022-12-06,2023-03-22
서울특별시 동대문구 전농동 221-5,공동주택,325.26,5,0,0,0,5,1900-11-20,2023-03-22
서울특별시 동대문구 전농동 259-3,공동주택,442.69,6,0,0,0,6,2016-06-24,2023-03-22
서울특별시 동대문구 전농동 269-5,공동주택,431.29,5,0,0,5,0,2002-09-11,2023-03-22
서울특별시 동대문구 전농동 530-26,공동주택,251.46,3,0,0,3,0,2009-11-17,2023-03-22
서울특별시 동대문구 전농동 530-36,공동주택,248.84,2,0,0,0,2,1991-09-20,2023-03-22
서울특별시 동대문구 전농동 530-87,공동주택,245.04,2,0,0,0,2,2017-09-14,2023-03-22
서울특별시 동대문구 전농동 536-23,공동주택,378.69,3,0,0,1,2,2003-03-25,2023-03-22
서울특별시 동대문구 전농동 558-10,공동주택,455.51,7,0,0,4,3,2013-01-07,2023-03-22
서울특별시 동대문구 전농동 558-44,공동주택,422.98,7,0,0,5,2,2014-12-15,2023-03-22
서울특별시 동대문구 전농동 558-68,공동주택,425.78,7,0,0,0,7,2014-11-27,2023-03-22
서울특별시 동대문구 전농동 558-95,공동주택,186.38,3,0,0,0,3,2016-08-12,2023-03-22
서울특별시 동대문구 전농동 558-151,공동주택,277.29,3,0,0,0,3,2012-11-22,2023-03-22
서울특별시 동대문구 전농동 583-2,공동주택,520.19,6,0,0,5,1,2013-01-07,2023-03-22
서울특별시 동대문구 전농동 584-29,공동주택,749.53,8,0,0,5,3,2020-07-30,2023-03-22
서울특별시 동대문구 전농동 643-66,공동주택,355.34,3,0,0,0,3,1995-02-22,2023-03-22
서울특별시 동대문구 전농동 644-47,공동주택,527.4,5,0,0,0,5,1998-02-19,2023-03-22
서울특별시 동대문구 전농동 645-2,공동주택,58303.01,395,0,0,292,103,1997-12-22,2023-03-22
서울특별시 동대문구 전농동 646-6,공동주택,349.9,8,0,0,0,8,2008-09-09,2023-03-22
서울특별시 동대문구 전농동 647-41,공동주택,1523.68,6,0,0,0,6,1984-11-29,2023-03-22
서울특별시 동대문구 전농동 647-42,공동주택,1523.68,6,0,0,0,6,1984-12-07,2023-03-22
서울특별시 동대문구 전농동 647-51,공동주택,514.68,6,0,0,4,2,2008-12-26,2023-03-22
서울특별시 동대문구 전농동 647-65,공동주택,996.85,11,0,0,0,11,2013-05-30,2023-03-22
서울특별시 동대문구 전농동 648-49,공동주택,240.73,2,0,0,1,1,1992-02-11,2023-03-22
서울특별시 동대문구 전농동 648-60,공동주택,595.76,8,0,0,8,0,2015-12-21,2023-03-22
서울특별시 동대문구 전농동 648-64 외3필지,공동주택,1288.46,18,0,0,14,4,2018-09-19,2023-03-22
서울특별시 동대문구 전농동 648-86,공동주택,627.87,8,0,0,8,0,2013-02-18,2023-03-22
서울특별시 동대문구 전농동 652-3,공동주택,374.19,4,0,0,4,0,2002-08-13,2023-03-22
서울특별시 동대문구 전농동 687-0,공동주택,53911.14,446,0,0,404,42,2005-10-05,2023-03-22
서울특별시 동대문구 전농동 688-0,공동주택,128425.39,987,0,0,987,0,2012-07-26,2023-03-22
서울특별시 동대문구 전농동 688-1,공동주택,14758.82,124,0,0,118,6,2012-07-26,2023-03-22
서울특별시 동대문구 전농동 689-0,공동주택,2228.48,19,0,0,19,0,2012-01-09,2023-03-22
서울특별시 동대문구 전농동 690-0,공동주택,370092.598,2901,0,0,2901,0,2014-10-23,2023-03-22
서울특별시 동대문구 전농동 695,공동주택,87778.48,670,0,0,670,0,2018-06-29,2023-03-22
서울특별시 동대문구 제기동 65-4,공동주택,659.8,5,0,0,1,4,1997-01-21,2023-03-22
서울특별시 동대문구 제기동 67-0,공동주택,575.47,8,0,0,7,1,2008-12-05,2023-03-22
서울특별시 동대문구 제기동 67-29,공동주택,651.11,8,0,0,4,4,2017-09-13,2023-03-22
서울특별시 동대문구 제기동 67-39,공동주택,411.2,3,0,0,0,3,2004-03-31,2023-03-22
서울특별시 동대문구 제기동 67-70,공동주택,403.89,5,0,0,5,0,2021-06-11,2023-03-22
서울특별시 동대문구 제기동 67-139,공동주택,1119.87,17,0,8,5,4,2019-11-20,2023-03-22
서울특별시 동대문구 제기동 67-143,공동주택,265.68,4,0,0,0,4,2003-06-26,2023-03-22
서울특별시 동대문구 제기동 67-182,공동주택,337.04,6,0,0,0,6,2008-12-05,2023-03-22
서울특별시 동대문구 제기동 67-236,공동주택,417.73,4,0,0,2,2,2022-07-29,2023-03-22
서울특별시 동대문구 제기동 67-248,공동주택,717.07,9,0,0,6,3,2017-07-31,2023-03-22
서울특별시 동대문구 제기동 67-249,공동주택,659.41,10,0,0,0,10,2017-09-15,2023-03-22
서울특별시 동대문구 제기동 67-250,공동주택,587.31,8,0,0,0,8,2016-02-25,2023-03-22
서울특별시 동대문구 제기동 67-260,공동주택,503.28,6,0,0,4,2,2003-07-22,2023-03-22
서울특별시 동대문구 제기동 67-330,공동주택,569.57,8,0,0,8,0,2021-12-30,2023-03-22
서울특별시 동대문구 제기동 67-382,공동주택,492.21,4,0,0,0,4,2002-02-08,2023-03-22
서울특별시 동대문구 제기동 67-477,공동주택,594.24,6,0,0,5,1,2004-07-13,2023-03-22
서울특별시 동대문구 제기동 120-22,공동주택,258.26,2,0,0,1,1,2004-05-19,2023-03-22
서울특별시 동대문구 제기동 120-145,공동주택,453.65,6,0,0,0,6,2012-01-04,2023-03-22
서울특별시 동대문구 제기동 122-129,공동주택,517.37,5,0,0,4,1,2012-05-22,2023-03-22
서울특별시 동대문구 제기동 122-448,공동주택,401.55,0,0,0,0,0,2000-11-13,2023-03-22
서울특별시 동대문구 제기동 122-530,공동주택,761.51,8,0,0,8,0,2004-08-23,2023-03-22
서울특별시 동대문구 제기동 134-10,공동주택,414.37,4,0,0,4,0,2004-06-03,2023-03-22
서울특별시 동대문구 제기동 134-19,공동주택,412.37,8,0,0,8,0,2003-07-14,2023-03-22
서울특별시 동대문구 제기동 134-22,공동주택,490.49,8,0,0,8,0,2002-10-08,2023-03-22
서울특별시 동대문구 제기동 134-23,공동주택,492.72,5,0,0,4,1,2002-10-26,2023-03-22
서울특별시 동대문구 제기동 134-34,공동주택,290.82,6,0,0,0,6,2008-06-12,2023-03-22
서울특별시 동대문구 제기동 134-73,공동주택,2007.22,18,0,0,8,10,2004-02-13,2023-03-22
서울특별시 동대문구 제기동 135-7,공동주택,1470.05,17,0,0,13,4,2019-11-11,2023-03-22
서울특별시 동대문구 제기동 135-90,공동주택,1482.52,17,0,0,11,6,2019-12-23,2023-03-22
서울특별시 동대문구 제기동 136-43,공동주택,468.7,1,0,0,1,0,1994-06-25,2023-03-22
서울특별시 동대문구 제기동 136-129,공동주택,319.5,3,0,0,0,3,1993-10-15,2023-03-22
서울특별시 동대문구 제기동 136-189 외5필지,공동주택,653.7,4,0,0,0,4,2022-04-11,2023-03-22
서울특별시 동대문구 제기동 136-294,공동주택,502.62,7,0,0,5,2,2002-04-29,2023-03-22
서울특별시 동대문구 제기동 137-25 외8필지,공동주택,2161.19,16,15,0,0,1,2006-08-23,2023-03-22
서울특별시 동대문구 제기동 137-97,공동주택,1495.24,19,11,0,4,4,2017-12-06,2023-03-22
서울특별시 동대문구 제기동 137-253,공동주택,228.24,2,0,0,0,2,2002-02-04,2023-03-22
서울특별시 동대문구 제기동 137-256,공동주택,240.98,2,0,0,0,2,2002-07-03,2023-03-22
서울특별시 동대문구 제기동 137-365,공동주택,439.93,7,0,0,7,0,2016-03-02,2023-03-22
서울특별시 동대문구 제기동 137-371,공동주택,627.83,6,0,0,0,6,2001-09-27,2023-03-22
서울특별시 동대문구 제기동 137-416,공동주택,394.31,7,0,0,2,5,2017-11-01,2023-03-22
서울특별시 동대문구 제기동 138-3,공동주택,733,8,0,0,0,8,2015-09-08,2023-03-22
서울특별시 동대문구 제기동 146-19 외3필지,공동주택,986.24,13,0,0,8,5,2018-07-04,2023-03-22
서울특별시 동대문구 제기동 146-28,공동주택,1167.08,15,14,0,0,1,2017-11-01,2023-03-22
서울특별시 동대문구 제기동 148-20,공동주택,826.98,8,0,0,3,5,2013-07-11,2023-03-22
서울특별시 동대문구 제기동 148-46,공동주택,354.4,4,0,0,4,0,2003-01-17,2023-03-22
서울특별시 동대문구 제기동 148-150,공동주택,561.1,6,0,0,6,0,2002-08-08,2023-03-22
서울특별시 동대문구 제기동 149-12,공동주택,843.56,10,0,0,10,0,2022-02-28,2023-03-22
서울특별시 동대문구 제기동 153-0,공동주택,102664.14,890,0,0,786,104,2003-06-13,2023-03-22
서울특별시 동대문구 제기동 158-1,공동주택,505.75,6,0,0,3,3,2003-11-01,2023-03-22
서울특별시 동대문구 제기동 158-6,공동주택,298.08,8,0,0,0,8,2008-06-16,2023-03-22
서울특별시 동대문구 제기동 158-22,공동주택,472.68,5,0,0,5,0,2003-11-29,2023-03-22
서울특별시 동대문구 제기동 160-10,공동주택,420.29,4,0,0,2,2,2004-04-01,2023-03-22
서울특별시 동대문구 제기동 170-1,공동주택,584.51,8,0,0,8,0,2004-12-29,2023-03-22
서울특별시 동대문구 제기동 170-7,공동주택,400.67,6,0,0,6,0,2005-03-03,2023-03-22
서울특별시 동대문구 제기동 170-9,공동주택,415.79,6,0,0,4,2,2005-03-03,2023-03-22
서울특별시 동대문구 제기동 178-0,공동주택,612.04,8,0,0,8,0,2015-07-15,2023-03-22
서울특별시 동대문구 제기동 182-1,공동주택,1482.378,13,0,0,12,1,2003-04-11,2023-03-22
서울특별시 동대문구 제기동 185-3,공동주택,573.9,6,0,0,3,3,2004-10-08,2023-03-22
서울특별시 동대문구 제기동 190-0,공동주택,1060.36,12,0,12,0,0,2000-06-26,2023-03-22
서울특별시 동대문구 제기동 199-0,공동주택,568.63,6,0,0,4,2,2011-09-30,2023-03-22
서울특별시 동대문구 제기동 205-2,공동주택,234.92,4,0,0,4,0,2003-12-19,2023-03-22
서울특별시 동대문구 제기동 205-6,공동주택,233.28,5,0,0,2,3,2008-07-28,2023-03-22
서울특별시 동대문구 제기동 216-0,공동주택,717.63,8,0,0,6,2,2003-07-23,2023-03-22
서울특별시 동대문구 제기동 218-1,공동주택,701.56,2,0,0,0,2,1984-10-18,2023-03-22
서울특별시 동대문구 제기동 218-4,공동주택,494.79,5,0,0,0,5,2003-12-01,2023-03-22
서울특별시 동대문구 제기동 218-7,공동주택,290.68,5,0,0,5,0,2008-09-10,2023-03-22
서울특별시 동대문구 제기동 240,공동주택,543.65,6,0,0,0,6,2021-04-23,2023-03-22
서울특별시 동대문구 제기동 244-0,공동주택,838.46,9,0,0,6,3,2008-12-19,2023-03-22
서울특별시 동대문구 제기동 247-1,공동주택,163.67,4,0,0,4,0,2008-09-03,2023-03-22
서울특별시 동대문구 제기동 252-0,공동주택,47613.25,342,0,0,336,6,2005-03-14,2023-03-22
서울특별시 동대문구 제기동 272-6,공동주택,476.24,8,0,0,4,4,2008-08-28,2023-03-22
서울특별시 동대문구 제기동 272-11,공동주택,657.53,9,0,0,9,0,2014-12-30,2023-03-22
서울특별시 동대문구 제기동 272-20,공동주택,524.78,6,0,0,5,1,2002-10-19,2023-03-22
서울특별시 동대문구 제기동 274-8,공동주택,1544.44,13,0,0,13,0,2002-05-28,2023-03-22
서울특별시 동대문구 제기동 274-12,공동주택,1488.35,16,0,0,16,0,2014-07-25,2023-03-22
서울특별시 동대문구 제기동 274-16,공동주택,771.91,9,0,0,0,9,2002-04-22,2023-03-22
서울특별시 동대문구 제기동 274-17,공동주택,797.22,8,0,0,8,0,2003-11-13,2023-03-22
서울특별시 동대문구 제기동 274-21,공동주택,1482.85,15,0,0,15,0,2004-03-16,2023-03-22
서울특별시 동대문구 제기동 274-22,공동주택,1427.62,14,0,0,10,4,2020-04-17,2023-03-22
서울특별시 동대문구 제기동 274-24,공동주택,816.22,11,0,0,0,11,2003-03-26,2023-03-22
서울특별시 동대문구 제기동 274-35,공동주택,607.74,6,0,0,6,0,2013-09-06,2023-03-22
서울특별시 동대문구 제기동 274-38,공동주택,867.6,8,0,0,8,0,2003-10-28,2023-03-22
서울특별시 동대문구 제기동 285-22,공동주택,427.79,7,0,0,2,5,2014-01-27,2023-03-22
서울특별시 동대문구 제기동 286-5,공동주택,893.57,13,0,0,9,4,2014-02-06,2023-03-22
서울특별시 동대문구 제기동 289-5 외2필지,공동주택,1198.71,16,0,12,0,4,2018-05-17,2023-03-22
서울특별시 동대문구 제기동 289-12,공동주택,483.98,5,0,0,3,2,2002-08-09,2023-03-22
서울특별시 동대문구 제기동 289-15,공동주택,500.2,6,0,0,6,0,2002-08-09,2023-03-22
서울특별시 동대문구 제기동 289-17,공동주택,721.14,9,0,0,4,5,2010-11-12,2023-03-22
서울특별시 동대문구 제기동 294-0,공동주택,579.57,8,0,0,0,8,2011-08-09,2023-03-22
서울특별시 동대문구 제기동 306-0,공동주택,660.72,8,0,0,0,8,2011-08-02,2023-03-22
서울특별시 동대문구 제기동 306-2,공동주택,677,8,0,0,0,8,2011-08-05,2023-03-22
