주차장일련번호,주차장명,주차장전화번호,주차장주소,주차장위도,주차장경도,주차장공간,주차장일반공간,주차장장애인공간,주차장전기차공간,주차장구분,주차장유형,주차장요금제유형,주차장급지,주차장기본시간,주차장기본요금,주차장추가시간,주차장추가요금,주차장최대시간,주차장1일최대요금,주차장유료운영시간,주차장무료운영시간,비고,실시간관제여부,파일명,파일원본명,등록수,등록일시,등록아이피,등록아이디,수정일시,수정아이피,수정아이디,삭제일시,삭제아이피,삭제아이디,폐쇄회로그룹
788,김밥신화,,광주광역시 북구 운암동 481-1,35.175821,126.8856334,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,문닫힘,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
789,툴스돈카츠,,광주광역시 북구 운암동 482-22,35.1745115,126.8859944,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
790,***건축물,,광주광역시 북구 운암동 482-26,35.1745707,126.8859025,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
791,운암주유소,,광주광역시 북구 운암동 486-11,35.1751355,126.8821266,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
792,***건축물,,광주광역시 북구 운암동 486-15,35.1749044,126.8830312,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
793,문화 여성병원,,광주광역시 북구 운암동 486-7,35.1745305,126.8830608,52,50,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
794,T스테이션,,광주광역시 북구 운암동 486-9,35.1748528,126.8825674,14,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
795,두드림한방병원,,광주광역시 북구 운암동 487-8,35.1740907,126.8838653,30,29,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
796,천사요양병원,,광주광역시 북구 운암동 487-9,35.174275,126.8835017,72,70,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,173174번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
797,천사요양병원,,광주광역시 북구 운암동 487-9,35.174275,126.8835017,49,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,173174번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
798,동운새마을금고 본점,,광주광역시 북구 운암동 489-11,35.1732652,126.8854402,9,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
799,해달비치,,광주광역시 북구 운암동 490-1,35.1734576,126.8857138,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
800,광주운암교회,,광주광역시 북구 운암동 490-34,35.1732656,126.8867532,13,13,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
801,천계오피스텔,,광주광역시 북구 운암동 490-4,35.1733757,126.8867628,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
802,***건물,,광주광역시 북구 운암동 492-24,35.1744741,126.8869338,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
803,안일세무회계사무소,,광주광역시 북구 운암동 493-1,35.1746363,126.8873444,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
804,백인준세무사,,광주광역시 북구 운암동 493-15,35.1745583,126.8874495,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
805,박종연세무회계사무소,,광주광역시 북구 운암동 493-38,35.1744695,126.8872044,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
806,현민빌딩,,광주광역시 북구 운암동 493-8,35.1744188,126.887538,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
807,이홍배세무사,,광주광역시 북구 운암동 494-29,35.1735188,126.8883626,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,대문안쪽,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
808,아주커치킨,,광주광역시 북구 운암동 494-30,35.1735855,126.8884636,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
809,사랑빌,,광주광역시 북구 운암동 495-29,35.1732842,126.8879282,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
810,KT핸드폰판매,,광주광역시 북구 운암동 496-11,35.1729465,126.8884287,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
811,청자다방,,광주광역시 북구 운암동 496-21,35.1731442,126.8888318,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
812,서광주농협동운지점,,광주광역시 북구 운암동 496-9,35.1729202,126.8887442,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
813,일신아파트,,광주광역시 북구 운암동 1038-1,35.1816963,126.871212,480,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
814,㈜GH샵,,광주광역시 북구 운암동 1326,35.1722224,126.8761668,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
815,한국기계,,광주광역시 북구 운암동 1331,35.1721972,126.8767866,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
816,준광ENG,,광주광역시 북구 운암동 1335,35.1720539,126.8761891,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
817,신동남종합단열,,광주광역시 북구 운암동 1342,35.1718046,126.8762423,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
818,삼원냉동설비,,광주광역시 북구 운암동 1343,35.1717959,126.8763993,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
819,SK바로오케이충전소,,광주광역시 북구 운암동 1351,35.1716159,126.8760283,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
820,지엘빌딩,,광주광역시 북구 운암동 1383,35.1718847,126.877429,26,24,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,197198199번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
821,지엘빌딩,,광주광역시 북구 운암동 1383,35.1718847,126.877429,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,197198199번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
822,지엘빌딩,,광주광역시 북구 운암동 1383,35.1718847,126.877429,24,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,197198199번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
823,동지애드신재생전기공사,,광주광역시 북구 운암동 1409,35.1720767,126.8792482,7,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
824,하나원룸,,광주광역시 북구 운암동 1412-2,35.1718287,126.8792941,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
825,***건물,,광주광역시 북구 운암동 1424-1,35.1719282,126.8801201,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
826,공구의거리 상인교육관 주차장,,광주광역시 북구 운암동 1428,35.1720851,126.879806,45,42,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,공구의거리 상인교육관 주차장
827,부영상사,,광주광역시 북구 운암동 1447,35.1719498,126.8819348,6,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
828,수성물류,,광주광역시 북구 운암동 1447-1,35.1719337,126.8822535,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
829,반디세차장,,광주광역시 북구 운암동 1448,35.1717123,126.8823104,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
830,무등종합상사,,광주광역시 북구 운암동 1449,35.1717673,126.8817698,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
831,조영웰딩,,광주광역시 북구 운암동 1450,35.1717236,126.8814578,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
832,㈜대웅산업,,광주광역시 북구 운암동 1450-2,35.171751,126.8812756,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
833,연재정밀기계,,광주광역시 북구 운암동 1458,35.1714988,126.8811188,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
834,반디주유소,,광주광역시 북구 운암동 1462,35.171294,126.8822295,12,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
835,인성철물공구,,광주광역시 북구 운암동 1464,35.1712821,126.8814069,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
836,가나안종합공구,,광주광역시 북구 운암동 1464-1,35.1712891,126.881281,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
837,세경파이프,,광주광역시 북구 운암동 1464-2,35.1712735,126.8815581,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
838,강원기업,,광주광역시 북구 운암동 1465,35.1712994,126.8810997,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
839,세영배관,,광주광역시 북구 운암동 1467,35.1714727,126.8815961,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
840,서울전기조명,,광주광역시 북구 운암동 1474,35.1716052,126.8797085,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
841,제일기계,,광주광역시 북구 운암동 1478,35.171366,126.880441,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
842,운암장갑,,광주광역시 북구 운암동 1480,35.1713516,126.8797566,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
843,한백전기,,광주광역시 북구 운암동 1485,35.1713221,126.8800423,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
844,에이원산업,,광주광역시 북구 운암동 1491,35.1715501,126.8806793,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
845,수성산업,,광주광역시 북구 운암동 1492,35.1715399,126.8808326,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
846,하늘연가빌,,광주광역시 북구 운암동 1513,35.1716553,126.8783995,10,10,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
847,대영기계,,광주광역시 북구 운암동 1516,35.1713985,126.8785161,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
848,세왕정밀,,광주광역시 북구 운암동 1537-1,35.1709187,126.8762069,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
849,휴먼스테이,,광주광역시 북구 운암동 1580,35.1704732,126.8822073,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
850,화성스텐,,광주광역시 북구 운암동 1590,35.170558,126.8824675,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
851,은빛교회,,광주광역시 북구 운암동 1591,35.1704834,126.882609,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
852,성보병원,,광주광역시 북구 운암동 1599,35.1706459,126.8835104,15,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
853,대흥종합상사,,광주광역시 북구 운암동 1608,35.1701593,126.8834066,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
854,스텍,,광주광역시 북구 운암동 1617,35.1703839,126.8835605,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
855,JK조경건설,,광주광역시 북구 운암동 1628,35.169947,126.8838976,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
856,JOO DESIGN,,광주광역시 북구 운암동 1641,35.170374,126.8837864,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
857,오지정밀,,광주광역시 북구 운암동 1652-8,35.1719208,126.8807732,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
858,해피아이유,,광주광역시 북구 운암동 1779,35.1708785,126.8916726,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
859,운암동 65-11 제2종근린생활시설,,광주광역시 북구 운암동 65-11,35.1776615,126.8783949,6,0,0,0,상가등,근린,무료,,0,0,0,0,0,0,,,공사중,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
860,***건물,,광주광역시 북구 운암동 65-20,35.1780787,126.8780114,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,공사중,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
861,본한방병원,,광주광역시 북구 운암동 65-6,35.177623,126.8789164,166,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,공사중,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
862,힐링클래스,,광주광역시 북구 운암동 153-49,35.1771794,126.8825475,16,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
