주차장일련번호,주차장명,주차장전화번호,주차장주소,주차장위도,주차장경도,주차장공간,주차장일반공간,주차장장애인공간,주차장전기차공간,주차장구분,주차장유형,주차장요금제유형,주차장급지,주차장기본시간,주차장기본요금,주차장추가시간,주차장추가요금,주차장최대시간,주차장1일최대요금,주차장유료운영시간,주차장무료운영시간,비고,실시간관제여부,파일명,파일원본명,등록수,등록일시,등록아이피,등록아이디,수정일시,수정아이피,수정아이디,삭제일시,삭제아이피,삭제아이디,폐쇄회로그룹
693,로데오빌딩,,광주광역시 북구 운암동 357-2,35.179626,126.8744908,151,148,3,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,7071번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
694,로데오빌딩,,광주광역시 북구 운암동 357-2,35.179626,126.8744908,97,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,7071번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
695,동서하나로요양병원,,광주광역시 북구 운암동 357-5,35.1800716,126.8740967,11,0,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,7273번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
696,동서하나로요양병원,,광주광역시 북구 운암동 357-5,35.1800716,126.8740967,21,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,7273번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
697,고운피부과,,광주광역시 북구 운암동 357-7,35.1792802,126.8750091,42,0,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
698,KT퍼펙트,,광주광역시 북구 운암동 357-8,35.1789017,126.8755232,13,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
699,*씨가설건축물신축,,광주광역시 북구 운암동 357-9,35.1790207,126.8753354,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
700,운암2동행정복지센터,,광주광역시 북구 운암동 392-1,35.1725319,126.8850413,9,6,1,1,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
701,엠케이팩토리,,광주광역시 북구 운암동 392-2,35.1722635,126.8849194,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
702,서암빌라,,광주광역시 북구 운암동 395-23,35.172114,126.8870851,9,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
703,해찬솔,,광주광역시 북구 운암동 396-18,35.1725208,126.886968,9,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
704,카이사르빌,,광주광역시 북구 운암동 397-20,35.1722137,126.8888929,11,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
705,로마노빌,,광주광역시 북구 운암동 398-3,35.1719948,126.8887839,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
706,한울빌라,,광주광역시 북구 운암동 399-3,35.1716439,126.8886743,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
707,드롭탑,,광주광역시 북구 운암동 400-1,35.1723654,126.8895754,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
708,돈구이바람났네,,광주광역시 북구 운암동 406-7,35.1742284,126.8757032,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
709,등뼈감자탕,,광주광역시 북구 운암동 407-1,35.1740771,126.8755591,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
710,해실달실,,광주광역시 북구 운암동 407-5,35.1739266,126.8751612,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
711,이화원,,광주광역시 북구 운암동 407-6,35.1739404,126.8756565,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
712,발보린고객서비스센터,,광주광역시 북구 운암동 411-10,35.1716948,126.8825614,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
713,반디가스,,광주광역시 북구 운암동 411-4,35.1719647,126.8831312,10,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,9091번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
714,반디가스,,광주광역시 북구 운암동 411-4,35.1719647,126.8831312,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,9091번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
715,유진전기조명,,광주광역시 북구 운암동 412-27,35.1712263,126.8826296,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
716,탑공구,,광주광역시 북구 운암동 413-8,35.171845,126.884236,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
717,운암동 414-24 제2종근린생활시설,,광주광역시 북구 운암동 414-24,35.171246,126.8852322,1,0,0,0,상가등,근린,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
718,성도교회교육원,,광주광역시 북구 운암동 415-3,35.1716311,126.885922,15,15,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
719,성도교회,,광주광역시 북구 운암동 415-4,35.1715853,126.8861623,14,12,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
720,동양전기조명,,광주광역시 북구 운암동 416-11,35.1708856,126.8854071,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
721,노루표페인트,,광주광역시 북구 운암동 417-25,35.1703837,126.8870663,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
722,㈜세계전기,,광주광역시 북구 운암동 417-30,35.1708025,126.8866393,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
723,한성전기,,광주광역시 북구 운암동 417-8,35.1704953,126.8869311,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
724,광남빌라,,광주광역시 북구 운암동 418-31,35.1710886,126.8866533,6,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
725,용주가구,,광주광역시 북구 운암동 418-8,35.1712274,126.8868046,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
726,태송기업,,광주광역시 북구 운암동 419-1,35.171203,126.8881296,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
727,롯데칠성음료,,광주광역시 북구 운암동 419-29,35.170624,126.8886471,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
728,㈜미트원,,광주광역시 북구 운암동 419-29,35.170624,126.8886471,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
729,지이종합건설,,광주광역시 북구 운암동 419-4,35.1709983,126.8886628,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
730,KT운암분기국사,,광주광역시 북구 운암동 419-5,35.1709207,126.8889465,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
731,아델리아빌라,,광주광역시 북구 운암동 420-36,35.170183,126.8886926,7,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
732,경동나비엔,,광주광역시 북구 운암동 421-17,35.169866,126.8889232,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
733,그린빌라,,광주광역시 북구 운암동 421-25,35.1697976,126.8900053,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
734,운암동 421-26 제2종근린생활시설,,광주광역시 북구 운암동 421-26,35.1698058,126.8890634,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
735,다음인테리어,,광주광역시 북구 운암동 422-5,35.1709141,126.8895709,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
736,삼부빌,,광주광역시 북구 운암동 423-8,35.1701714,126.8910435,2,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
737,푸른원룸,,광주광역시 북구 운암동 424-10,35.1697183,126.8907992,1,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
738,돌핀주방,,광주광역시 북구 운암동 424-13,35.1693313,126.8910524,5,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
739,이정석의음악세상,,광주광역시 북구 운암동 425-1,35.170421,126.8913869,2,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
740,운암동 425-11 단독주택,,광주광역시 북구 운암동 425-11,35.1698492,126.8916024,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
741,운암동 단독주택,,광주광역시 북구 운암동 425-28,35.170015,126.8912514,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
742,프레스티지빌,,광주광역시 북구 운암동 425-3,35.1702821,126.8918725,4,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
743,동운경로당,,광주광역시 북구 운암동 425-46,35.1698949,126.891323,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
744,혜경건설,,광주광역시 북구 운암동 425-67,35.1700401,126.8928196,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
745,현대빌딩,,광주광역시 북구 운암동 434-29,35.175578,126.8814362,47,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,122123124번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
746,현대빌딩,,광주광역시 북구 운암동 434-29,35.175578,126.8814362,48,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,122123124번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
747,현대빌딩,,광주광역시 북구 운암동 434-31,35.1754747,126.8816547,16,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,122123124번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
748,김삿갓통닭,,광주광역시 북구 운암동 439-15,35.1732915,126.8764591,25,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
749,파인트리,,광주광역시 북구 운암동 440-4,35.1728897,126.8766033,11,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
750,부궁,,광주광역시 북구 운암동 440-5,35.172878,126.8768056,9,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
751,명가빌,,광주광역시 북구 운암동 440-7,35.172753,126.8763927,9,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
752,승용해수학학원,,광주광역시 북구 운암동 441-1,35.1733146,126.8771065,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
753,세종대왕독서실,,광주광역시 북구 운암동 441-17,35.1732482,126.8772577,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
754,어랑,,광주광역시 북구 운암동 441-19,35.1732026,126.8770975,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
755,스마트빌,,광주광역시 북구 운암동 441-7,35.172886,126.8774315,10,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
756,보니보니,,광주광역시 북구 운암동 442-1,35.1732196,126.8779169,5,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
757,국일관,,광주광역시 북구 운암동 442-15,35.1732372,126.87819,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
758,여호와의증인의왕국회관,,광주광역시 북구 운암동 442-3,35.1726996,126.8779166,3,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
759,신춘천닭갈비,,광주광역시 북구 운암동 442-7,35.173242,126.8780921,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
760,참좋은마트운암점,,광주광역시 북구 운암동 443-1,35.1731785,126.8785105,0,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
761,드라이앤클리닝,,광주광역시 북구 운암동 443-17,35.1732161,126.8789132,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
762,운암일등급학원,,광주광역시 북구 운암동 443-2,35.1732289,126.8786581,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
763,삼계탕과해장국,,광주광역시 북구 운암동 443-29,35.1732104,126.8790423,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
764,박소영왕만두,,광주광역시 북구 운암동 443-3,35.1732054,126.8792445,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
765,우견미용실,,광주광역시 북구 운암동 444-1,35.172789,126.8785377,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
766,새롬유치원,,광주광역시 북구 운암동 444-27,35.1726188,126.8790172,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
767,단미,,광주광역시 북구 운암동 445-25,35.1726733,126.8802686,6,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
768,하늘정원,,광주광역시 북구 운암동 445-5,35.1726385,126.8809093,11,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
769,시온빌라,,광주광역시 북구 운암동 445-6,35.1724753,126.8808973,10,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
770,미스터한방족발,,광주광역시 북구 운암동 446-2,35.1731485,126.8803404,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
771,운암7080,,광주광역시 북구 운암동 446-28,35.1731639,126.8800471,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
772,돼지주숑,,광주광역시 북구 운암동 446-29,35.1731552,126.8802117,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
773,스위트빌,,광주광역시 북구 운암동 448-14,35.1725957,126.8811634,3,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
774,화이트빌,,광주광역시 북구 운암동 448-32,35.1725895,126.8812899,3,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
775,베스트빌,,광주광역시 북구 운암동 449-2,35.1723527,126.882616,8,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
776,e모텔,,광주광역시 북구 운암동 449-9,35.1723866,126.8827874,10,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
777,썸모텔,,광주광역시 북구 운암동 450-19,35.1729022,126.882758,6,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
778,비엔날레호텔,,광주광역시 북구 운암동 450-3,35.1729608,126.8837061,10,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,155156번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
779,비엔날레호텔,,광주광역시 북구 운암동 450-3,35.1729608,126.8837061,10,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,155156번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
780,킹모텔,,광주광역시 북구 운암동 450-31,35.1727602,126.8829183,8,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
781,e모텔 전용 주차장,,광주광역시 북구 운암동 450-8,35.1727724,126.8827057,21,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,e모텔 전용 주차장
782,케어셀라,,광주광역시 북구 운암동 451-12,35.172592,126.883995,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
783,지호비계,,광주광역시 북구 운암동 471-4,35.1765903,126.8834891,2,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
784,누리봉빌,,광주광역시 북구 운암동 478-15,35.1749695,126.8833719,10,0,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
785,***씨단독주택,,광주광역시 북구 운암동 478-9,35.1751202,126.8830397,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
786,마스터뷰,,광주광역시 북구 운암동 479-45,35.175999,126.8844446,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
787,엠마우스사회서비스센터,,광주광역시 북구 운암동 480-16,35.1758792,126.8847909,9,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
