주차장관리번호,"주차혼잡상태",총주차구획수,총잔여주차구획수,주차예약가능단위구획수
44659-29299-02205-00-1,,0,0,
44659-29299-02206-00-1,,0,0,
44659-29299-02207-00-1,,0,0,
44659-29299-02208-00-1,,0,0,
44707-29299-00554-00-1,,0,0,
44638-29299-00554-00-1,,0,0,
44241-19299-00554-00-1,,126,0,
44660-29299-01660-00-1,,0,0,
44702-29299-00554-00-1,,0,0,
44660-29299-01661-00-1,,0,0,
44660-29299-01662-00-1,,0,0,
44719-19299-00554-00-1,,0,0,
44923-29299-00554-00-1,,231,0,
45006-19299-00554-00-1,,179,0,
45001-19299-00554-00-1,,131,0,
44623-29299-00555-00-1,,248,0,
44713-29299-00554-00-1,,155,0,
44686-29299-00554-00-1,,98,0,
44601-19299-00553-00-1,,145,0,
44701-29299-00553-00-1,,211,0,
44703-19299-00553-00-1,,105,0,
44052-29299-00553-00-1,,0,0,
44019-29299-00553-00-1,,0,0,
44026-19299-00553-00-1,,0,0,
44659-29299-02209-00-1,,0,0,
44659-29299-02210-00-1,,0,0,
44659-29299-02211-00-1,,0,0,
44659-29299-02212-00-1,,0,0,
44701-29299-00840-00-1,,211,0,
44703-19299-00840-00-1,,105,0,
44707-29299-00555-00-1,,0,0,
44638-29299-00555-00-1,,0,0,
44241-19299-00555-00-1,,126,0,
44660-29299-01663-00-1,,0,0,
44702-29299-00555-00-1,,0,0,
44660-29299-01664-00-1,,0,0,
44660-29299-01665-00-1,,0,0,
44719-19299-00555-00-1,,0,0,
44923-29299-00555-00-1,,231,0,
45006-19299-00555-00-1,,179,0,
45001-19299-00555-00-1,,131,0,
44623-29299-00556-00-1,,248,0,
44713-29299-00555-00-1,,155,0,
44686-29299-00555-00-1,,98,0,
44601-19299-00554-00-1,,145,0,
44701-29299-00554-00-1,,211,0,
44703-19299-00554-00-1,,105,0,
44052-29299-00554-00-1,,0,0,
44019-29299-00554-00-1,,0,0,
44026-19299-00554-00-1,,0,0,
44659-29299-02213-00-1,,0,0,
44659-29299-02214-00-1,,0,0,
44659-29299-02215-00-1,,0,0,
44659-29299-02216-00-1,,0,0,
44707-29299-00556-00-1,,0,0,
44638-29299-00556-00-1,,0,0,
44241-19299-00556-00-1,,126,0,
44660-29299-01666-00-1,,0,0,
44702-29299-00556-00-1,,0,0,
44660-29299-01667-00-1,,0,0,
44660-29299-01668-00-1,,0,0,
44719-19299-00556-00-1,,0,0,
44923-29299-00556-00-1,,231,0,
45006-19299-00556-00-1,,179,0,
45001-19299-00556-00-1,,131,0,
44623-29299-00557-00-1,,248,0,
44713-29299-00556-00-1,,155,0,
44686-29299-00556-00-1,,98,0,
44601-19299-00555-00-1,,145,0,
44701-29299-00555-00-1,,211,0,
44703-19299-00555-00-1,,105,0,
44052-29299-00555-00-1,,0,0,
44019-29299-00555-00-1,,0,0,
44026-19299-00555-00-1,,0,0,
44659-29299-02217-00-1,,0,0,
44659-29299-02218-00-1,,0,0,
44659-29299-02219-00-1,,0,0,
44659-29299-02220-00-1,,0,0,
44707-29299-00557-00-1,,0,0,
44638-29299-00557-00-1,,0,0,
44241-19299-00557-00-1,,126,0,
44660-29299-01669-00-1,,0,0,
44702-29299-00557-00-1,,0,0,
44660-29299-01670-00-1,,0,0,
44660-29299-01671-00-1,,0,0,
44719-19299-00557-00-1,,0,0,
44923-29299-00557-00-1,,231,0,
45006-19299-00557-00-1,,179,0,
45001-19299-00557-00-1,,131,0,
44623-29299-00558-00-1,,248,0,
44713-29299-00557-00-1,,155,0,
44686-29299-00557-00-1,,98,0,
44601-19299-00556-00-1,,145,0,
44701-29299-00556-00-1,,211,0,
44703-19299-00556-00-1,,105,0,
44052-29299-00556-00-1,,0,0,
44019-29299-00556-00-1,,0,0,
44026-19299-00556-00-1,,0,0,
44659-29299-02221-00-1,,0,0,
44659-29299-02222-00-1,,0,0,
44659-29299-02223-00-1,,0,0,
44659-29299-02224-00-1,,0,0,
44707-29299-00837-00-1,,447,0,
44638-29299-00837-00-1,,125,0,
44241-19299-00837-00-1,,126,0,
44660-29299-02509-00-1,,600,0,
44702-29299-00837-00-1,,532,0,
44660-29299-02510-00-1,,2000,0,
44660-29299-02511-00-1,,0,0,
44719-19299-00837-00-1,,90,0,
44923-29299-00837-00-1,,231,0,
45006-19299-00837-00-1,,179,0,
45001-19299-00837-00-1,,131,0,
44623-29299-00838-00-1,,248,0,
44713-29299-00837-00-1,,155,0,
44686-29299-00837-00-1,,98,0,
44601-19299-00836-00-1,,145,0,
44701-29299-00836-00-1,,211,0,
44703-19299-00836-00-1,,105,0,
44052-29299-00836-00-1,,83,0,
44019-29299-00836-00-1,,73,0,
44026-19299-00836-00-1,,100,0,
44659-29299-03341-00-1,,0,0,
44659-29299-03342-00-1,,0,0,
44659-29299-03343-00-1,,0,0,
44659-29299-03344-00-1,,0,0,
44707-29299-00558-00-1,,0,0,
44638-29299-00558-00-1,,0,0,
44241-19299-00558-00-1,,126,0,
44660-29299-01672-00-1,,0,0,
44702-29299-00558-00-1,,0,0,
44660-29299-01673-00-1,,0,0,
44660-29299-01674-00-1,,0,0,
44719-19299-00558-00-1,,0,0,
44923-29299-00558-00-1,,231,0,
45006-19299-00558-00-1,,179,0,
45001-19299-00558-00-1,,131,0,
44623-29299-00559-00-1,,248,0,
44713-29299-00558-00-1,,155,0,
44686-29299-00558-00-1,,98,0,
44601-19299-00557-00-1,,145,0,
44701-29299-00557-00-1,,211,0,
44703-19299-00557-00-1,,105,0,
44052-29299-00557-00-1,,0,0,
44019-29299-00557-00-1,,0,0,
44026-19299-00557-00-1,,0,0,
44659-29299-02225-00-1,,0,0,
44659-29299-02226-00-1,,0,0,
44659-29299-02227-00-1,,0,0,
44659-29299-02228-00-1,,0,0,
44052-29299-00840-00-1,,83,0,
44707-29299-00559-00-1,,0,0,
44638-29299-00559-00-1,,0,0,
44241-19299-00559-00-1,,126,0,
44660-29299-01675-00-1,,0,0,
44702-29299-00559-00-1,,0,0,
44660-29299-01676-00-1,,0,0,
44660-29299-01677-00-1,,0,0,
44719-19299-00559-00-1,,0,0,
44923-29299-00559-00-1,,231,0,
45006-19299-00559-00-1,,179,0,
45001-19299-00559-00-1,,131,0,
44623-29299-00560-00-1,,248,0,
44713-29299-00559-00-1,,155,0,
44686-29299-00559-00-1,,98,0,
44601-19299-00558-00-1,,145,0,
44701-29299-00558-00-1,,211,0,
44703-19299-00558-00-1,,105,0,
44052-29299-00558-00-1,,0,0,
44019-29299-00558-00-1,,0,0,
44026-19299-00558-00-1,,0,0,
44659-29299-02229-00-1,,0,0,
44659-29299-02230-00-1,,0,0,
44659-29299-02231-00-1,,0,0,
44659-29299-02232-00-1,,0,0,
44707-29299-00560-00-1,,0,0,
44638-29299-00560-00-1,,0,0,
44241-19299-00560-00-1,,126,0,
44660-29299-01678-00-1,,0,0,
44702-29299-00560-00-1,,0,0,
44660-29299-01679-00-1,,0,0,
44660-29299-01680-00-1,,0,0,
44719-19299-00560-00-1,,0,0,
44923-29299-00560-00-1,,231,0,
45006-19299-00560-00-1,,179,0,
45001-19299-00560-00-1,,131,0,
44623-29299-00561-00-1,,248,0,
44713-29299-00560-00-1,,155,0,
44686-29299-00560-00-1,,98,0,
44601-19299-00559-00-1,,145,0,
44701-29299-00559-00-1,,211,0,
44703-19299-00559-00-1,,105,0,
44052-29299-00559-00-1,,0,0,
44019-29299-00559-00-1,,0,0,
44026-19299-00559-00-1,,0,0,
44659-29299-02233-00-1,,0,0,
44659-29299-02234-00-1,,0,0,
44659-29299-02235-00-1,,0,0,
44659-29299-02236-00-1,,0,0,
44019-29299-00840-00-1,,73,0,
44026-19299-00840-00-1,,100,0,
44707-29299-00561-00-1,,0,0,
44638-29299-00561-00-1,,0,0,
44241-19299-00561-00-1,,126,0,
44660-29299-01681-00-1,,0,0,
44702-29299-00561-00-1,,0,0,
44660-29299-01682-00-1,,0,0,
44660-29299-01683-00-1,,0,0,
44719-19299-00561-00-1,,0,0,
44923-29299-00561-00-1,,231,0,
45006-19299-00561-00-1,,179,0,
45001-19299-00561-00-1,,131,0,
44623-29299-00562-00-1,,248,0,
44713-29299-00561-00-1,,155,0,
44686-29299-00561-00-1,,98,0,
44601-19299-00560-00-1,,145,0,
44701-29299-00560-00-1,,211,0,
44703-19299-00560-00-1,,105,0,
44052-29299-00560-00-1,,0,0,
44019-29299-00560-00-1,,0,0,
44026-19299-00560-00-1,,0,0,
44659-29299-03357-00-1,,0,0,
44659-29299-02237-00-1,,0,0,
44659-29299-02238-00-1,,0,0,
44659-29299-02239-00-1,,0,0,
44659-29299-02240-00-1,,0,0,
44659-29299-03358-00-1,,0,0,
44659-29299-03359-00-1,,0,0,
44659-29299-03360-00-1,,0,0,
44707-29299-00838-00-1,,447,0,
44638-29299-00838-00-1,,125,0,
44241-19299-00838-00-1,,126,0,
44660-29299-02512-00-1,,600,0,
44702-29299-00838-00-1,,532,0,
44660-29299-02513-00-1,,2000,0,
44660-29299-02514-00-1,,0,0,
44719-19299-00838-00-1,,90,0,
44923-29299-00838-00-1,,231,0,
45006-19299-00838-00-1,,179,0,
45001-19299-00838-00-1,,131,0,
44623-29299-00839-00-1,,248,0,
44713-29299-00838-00-1,,155,0,
44686-29299-00838-00-1,,98,0,
44601-19299-00837-00-1,,145,0,
44701-29299-00837-00-1,,211,0,
44703-19299-00837-00-1,,105,0,
44052-29299-00837-00-1,,83,0,
44019-29299-00837-00-1,,73,0,
44026-19299-00837-00-1,,100,0,
44659-29299-03345-00-1,,0,0,
44659-29299-03346-00-1,,0,0,
44659-29299-03347-00-1,,0,0,
44659-29299-03348-00-1,,0,0,
44707-29299-00562-00-1,,0,0,
44638-29299-00562-00-1,,0,0,
44241-19299-00562-00-1,,126,0,
44660-29299-01684-00-1,,0,0,
44702-29299-00562-00-1,,0,0,
44660-29299-01685-00-1,,0,0,
44660-29299-01686-00-1,,0,0,
44719-19299-00562-00-1,,0,0,
44923-29299-00562-00-1,,231,0,
45006-19299-00562-00-1,,179,0,
45001-19299-00562-00-1,,131,0,
44623-29299-00563-00-1,,248,0,
44713-29299-00562-00-1,,155,0,
44686-29299-00562-00-1,,98,0,
44601-19299-00561-00-1,,145,0,
44701-29299-00561-00-1,,211,0,
44703-19299-00561-00-1,,105,0,
44052-29299-00561-00-1,,0,0,
44019-29299-00561-00-1,,0,0,
44026-19299-00561-00-1,,0,0,
44659-29299-02241-00-1,,0,0,
44659-29299-02242-00-1,,0,0,
44659-29299-02243-00-1,,0,0,
44659-29299-02244-00-1,,0,0,
44707-29299-00563-00-1,,447,0,
44638-29299-00563-00-1,,125,0,
44241-19299-00563-00-1,,126,0,
44660-29299-01687-00-1,,600,0,
44702-29299-00563-00-1,,532,0,
44660-29299-01688-00-1,,2000,0,
44660-29299-01689-00-1,,0,0,
44719-19299-00563-00-1,,90,0,
44923-29299-00563-00-1,,231,0,
45006-19299-00563-00-1,,179,0,
45001-19299-00563-00-1,,131,0,
44623-29299-00564-00-1,,248,0,
44713-29299-00563-00-1,,155,0,
44686-29299-00563-00-1,,98,0,
44601-19299-00562-00-1,,145,0,
44701-29299-00562-00-1,,211,0,
44703-19299-00562-00-1,,105,0,
44052-29299-00562-00-1,,83,0,
44019-29299-00562-00-1,,73,0,
44026-19299-00562-00-1,,100,0,
44659-29299-02245-00-1,,0,0,
44659-29299-02246-00-1,,0,0,
44659-29299-02247-00-1,,0,0,
44659-29299-02248-00-1,,0,0,
44707-29299-00564-00-1,,447,0,
44638-29299-00564-00-1,,125,0,
44241-19299-00564-00-1,,126,0,
44660-29299-01690-00-1,,600,0,
44702-29299-00564-00-1,,532,0,
44660-29299-01691-00-1,,2000,0,
44660-29299-01692-00-1,,0,0,
44719-19299-00564-00-1,,90,0,
44923-29299-00564-00-1,,231,0,
45006-19299-00564-00-1,,179,0,
45001-19299-00564-00-1,,131,0,
44623-29299-00565-00-1,,248,0,
44713-29299-00564-00-1,,155,0,
44686-29299-00564-00-1,,98,0,
44601-19299-00563-00-1,,145,0,
44701-29299-00563-00-1,,211,0,
44703-19299-00563-00-1,,105,0,
44052-29299-00563-00-1,,83,0,
44019-29299-00563-00-1,,73,0,
44026-19299-00563-00-1,,100,0,
44659-29299-02249-00-1,,0,0,
44659-29299-02250-00-1,,0,0,
44659-29299-02251-00-1,,0,0,
44659-29299-02252-00-1,,0,0,
44707-29299-00839-00-1,,447,0,
44638-29299-00839-00-1,,125,0,
44241-19299-00839-00-1,,126,0,
44660-29299-02515-00-1,,600,0,
44702-29299-00839-00-1,,532,0,
44660-29299-02516-00-1,,2000,0,
44660-29299-02517-00-1,,0,0,
44719-19299-00839-00-1,,90,0,
44923-29299-00839-00-1,,231,0,
45006-19299-00839-00-1,,179,0,
45001-19299-00839-00-1,,131,0,
44623-29299-00840-00-1,,248,0,
44713-29299-00839-00-1,,155,0,
44686-29299-00839-00-1,,98,0,
44601-19299-00838-00-1,,145,0,
44701-29299-00838-00-1,,211,0,
44703-19299-00838-00-1,,105,0,
44052-29299-00838-00-1,,83,0,
44019-29299-00838-00-1,,73,0,
44026-19299-00838-00-1,,100,0,
44659-29299-03349-00-1,,0,0,
44659-29299-03350-00-1,,0,0,
44659-29299-03351-00-1,,0,0,
44659-29299-03352-00-1,,0,0,
44707-29299-00565-00-1,,447,0,
44638-29299-00565-00-1,,125,0,
44241-19299-00565-00-1,,126,0,
44660-29299-01693-00-1,,600,0,
44702-29299-00565-00-1,,532,0,
44660-29299-01694-00-1,,2000,0,
44660-29299-01695-00-1,,0,0,
44719-19299-00565-00-1,,90,0,
44923-29299-00565-00-1,,231,0,
45006-19299-00565-00-1,,179,0,
45001-19299-00565-00-1,,131,0,
44623-29299-00566-00-1,,248,0,
44713-29299-00565-00-1,,155,0,
44686-29299-00565-00-1,,98,0,
44601-19299-00564-00-1,,145,0,
44701-29299-00564-00-1,,211,0,
44703-19299-00564-00-1,,105,0,
44052-29299-00564-00-1,,83,0,
44019-29299-00564-00-1,,73,0,
44026-19299-00564-00-1,,100,0,
44659-29299-02253-00-1,,0,0,
44659-29299-02254-00-1,,0,0,
44659-29299-02255-00-1,,0,0,
44659-29299-02256-00-1,,0,0,
44707-29299-00566-00-1,,447,0,
44638-29299-00566-00-1,,125,0,
44241-19299-00566-00-1,,126,0,
44660-29299-01696-00-1,,600,0,
44702-29299-00566-00-1,,532,0,
44660-29299-01697-00-1,,2000,0,
44660-29299-01698-00-1,,0,0,
44719-19299-00566-00-1,,90,0,
44923-29299-00566-00-1,,231,0,
45006-19299-00566-00-1,,179,0,
45001-19299-00566-00-1,,131,0,
44623-29299-00567-00-1,,248,0,
44713-29299-00566-00-1,,155,0,
44686-29299-00566-00-1,,98,0,
44601-19299-00565-00-1,,145,0,
44701-29299-00565-00-1,,211,0,
44703-19299-00565-00-1,,105,0,
44052-29299-00565-00-1,,83,0,
44019-29299-00565-00-1,,73,0,
44026-19299-00565-00-1,,100,0,
44659-29299-02257-00-1,,0,0,
44659-29299-02258-00-1,,0,0,
44659-29299-02259-00-1,,0,0,
44659-29299-02260-00-1,,0,0,
44707-29299-00567-00-1,,447,0,
44638-29299-00567-00-1,,125,0,
44241-19299-00567-00-1,,126,0,
44660-29299-01699-00-1,,600,0,
44702-29299-00567-00-1,,532,0,
44660-29299-01700-00-1,,2000,0,
44660-29299-01701-00-1,,0,0,
44719-19299-00567-00-1,,90,0,
44923-29299-00567-00-1,,231,0,
45006-19299-00567-00-1,,179,0,
45001-19299-00567-00-1,,131,0,
44623-29299-00568-00-1,,248,0,
44713-29299-00567-00-1,,155,0,
44686-29299-00567-00-1,,98,0,
44601-19299-00566-00-1,,145,0,
44701-29299-00566-00-1,,211,0,
44703-19299-00566-00-1,,105,0,
44052-29299-00566-00-1,,83,0,
44019-29299-00566-00-1,,73,0,
44026-19299-00566-00-1,,100,0,
44659-29299-02261-00-1,,0,0,
44659-29299-02262-00-1,,0,0,
44659-29299-02263-00-1,,0,0,
44659-29299-02264-00-1,,0,0,
44707-29299-00840-00-1,,447,0,
44638-29299-00840-00-1,,125,0,
44241-19299-00840-00-1,,126,0,
44660-29299-02518-00-1,,600,0,
44702-29299-00840-00-1,,532,0,
44660-29299-02519-00-1,,2000,0,
44660-29299-02520-00-1,,0,0,
44719-19299-00840-00-1,,90,0,
44923-29299-00840-00-1,,231,0,
45006-19299-00840-00-1,,179,0,
45001-19299-00840-00-1,,131,0,
44623-29299-00841-00-1,,248,0,
44713-29299-00840-00-1,,155,0,
44686-29299-00840-00-1,,98,0,
44601-19299-00839-00-1,,145,0,
44707-29299-00568-00-1,,447,0,
44638-29299-00568-00-1,,125,0,
44241-19299-00568-00-1,,126,0,
44660-29299-01702-00-1,,600,0,
44702-29299-00568-00-1,,532,0,
44660-29299-01703-00-1,,2000,0,
44660-29299-01704-00-1,,0,0,
44719-19299-00568-00-1,,90,0,
44923-29299-00568-00-1,,231,0,
45006-19299-00568-00-1,,179,0,
45001-19299-00568-00-1,,131,0,
44623-29299-00569-00-1,,248,0,
44713-29299-00568-00-1,,155,0,
44686-29299-00568-00-1,,98,0,
44601-19299-00567-00-1,,145,0,
44701-29299-00567-00-1,,211,0,
44703-19299-00567-00-1,,105,0,
44052-29299-00567-00-1,,83,0,
44019-29299-00567-00-1,,73,0,
44026-19299-00567-00-1,,100,0,
44659-29299-02265-00-1,,0,0,
44659-29299-02266-00-1,,0,0,
44659-29299-02267-00-1,,0,0,
44659-29299-02268-00-1,,0,0,
44701-29299-00839-00-1,,211,0,
44703-19299-00839-00-1,,105,0,
44052-29299-00839-00-1,,83,0,
44019-29299-00839-00-1,,73,0,
44026-19299-00839-00-1,,100,0,
44659-29299-03353-00-1,,0,0,
44659-29299-03354-00-1,,0,0,
44659-29299-03355-00-1,,0,0,
44659-29299-03356-00-1,,0,0,
44707-29299-00569-00-1,,447,0,
44638-29299-00569-00-1,,125,0,
44241-19299-00569-00-1,,126,0,
44660-29299-01705-00-1,,600,0,
44702-29299-00569-00-1,,532,0,
44660-29299-01706-00-1,,2000,0,
44660-29299-01707-00-1,,0,0,
44719-19299-00569-00-1,,90,0,
44923-29299-00569-00-1,,231,0,
45006-19299-00569-00-1,,179,0,
45001-19299-00569-00-1,,131,0,
44623-29299-00570-00-1,,248,0,
44713-29299-00569-00-1,,155,0,
44686-29299-00569-00-1,,98,0,
44601-19299-00568-00-1,,145,0,
44701-29299-00568-00-1,,211,0,
44703-19299-00568-00-1,,105,0,
44052-29299-00568-00-1,,83,0,
44019-29299-00568-00-1,,73,0,
44026-19299-00568-00-1,,100,0,
44659-29299-02269-00-1,,0,0,
44659-29299-02270-00-1,,0,0,
44659-29299-02271-00-1,,0,0,
44659-29299-02272-00-1,,0,0,
44707-29299-00570-00-1,,447,0,
44638-29299-00570-00-1,,125,0,
44241-19299-00570-00-1,,126,0,
44660-29299-01708-00-1,,600,0,
44702-29299-00570-00-1,,532,0,
44660-29299-01709-00-1,,2000,0,
44660-29299-01710-00-1,,0,0,
44719-19299-00570-00-1,,90,0,
44923-29299-00570-00-1,,231,0,
45006-19299-00570-00-1,,179,0,
45001-19299-00570-00-1,,131,0,
44623-29299-00571-00-1,,248,0,
44713-29299-00570-00-1,,155,0,
44686-29299-00570-00-1,,98,0,
44601-19299-00569-00-1,,145,0,
44701-29299-00569-00-1,,211,0,
44703-19299-00569-00-1,,105,0,
44052-29299-00569-00-1,,83,0,
44019-29299-00569-00-1,,73,0,
44026-19299-00569-00-1,,100,0,
44659-29299-02273-00-1,,0,0,
44659-29299-02274-00-1,,0,0,
44659-29299-02275-00-1,,0,0,
44659-29299-02276-00-1,,0,0,
44707-29299-00571-00-1,,447,0,
44638-29299-00571-00-1,,125,0,
44241-19299-00571-00-1,,126,0,
44660-29299-01711-00-1,,600,0,
44702-29299-00571-00-1,,532,0,
44660-29299-01712-00-1,,2000,0,
44660-29299-01713-00-1,,0,0,
44719-19299-00571-00-1,,90,0,
44923-29299-00571-00-1,,231,0,
45006-19299-00571-00-1,,179,0,
45001-19299-00571-00-1,,131,0,
44623-29299-00572-00-1,,248,0,
44713-29299-00571-00-1,,155,0,
44686-29299-00571-00-1,,98,0,
44601-19299-00570-00-1,,145,0,
44701-29299-00570-00-1,,211,0,
44703-19299-00570-00-1,,105,0,
44052-29299-00570-00-1,,83,0,
44019-29299-00570-00-1,,73,0,
44026-19299-00570-00-1,,100,0,
44659-29299-02277-00-1,,0,0,
44659-29299-02278-00-1,,0,0,
44659-29299-02279-00-1,,0,0,
44659-29299-02280-00-1,,0,0,
44707-29299-00572-00-1,,447,0,
44638-29299-00572-00-1,,125,0,
44241-19299-00572-00-1,,126,0,
44660-29299-01714-00-1,,600,0,
44702-29299-00572-00-1,,532,0,
44660-29299-01715-00-1,,2000,0,
44660-29299-01716-00-1,,0,0,
44719-19299-00572-00-1,,90,0,
44923-29299-00572-00-1,,231,0,
45006-19299-00572-00-1,,179,0,
45001-19299-00572-00-1,,131,0,
44623-29299-00573-00-1,,248,0,
44713-29299-00572-00-1,,155,0,
44686-29299-00572-00-1,,98,0,
44601-19299-00571-00-1,,145,0,
44701-29299-00571-00-1,,211,0,
44703-19299-00571-00-1,,105,0,
44052-29299-00571-00-1,,83,0,
44019-29299-00571-00-1,,73,0,
44026-19299-00571-00-1,,100,0,
44659-29299-02281-00-1,,0,0,
44659-29299-02282-00-1,,0,0,
44659-29299-02283-00-1,,0,0,
44659-29299-02284-00-1,,0,0,
44707-29299-00841-00-1,,447,0,
44638-29299-00841-00-1,,125,0,
44241-19299-00841-00-1,,126,0,
44660-29299-02521-00-1,,600,0,
44702-29299-00841-00-1,,532,0,
44660-29299-02522-00-1,,2000,0,
44660-29299-02523-00-1,,0,0,
44719-19299-00841-00-1,,90,0,
44923-29299-00841-00-1,,231,0,
45006-19299-00841-00-1,,179,0,
45001-19299-00841-00-1,,131,0,
44623-29299-00842-00-1,,248,0,
44713-29299-00841-00-1,,155,0,
44686-29299-00841-00-1,,98,0,
44601-19299-00840-00-1,,145,0,
44707-29299-00573-00-1,,447,0,
44638-29299-00573-00-1,,125,0,
44241-19299-00573-00-1,,126,0,
44660-29299-01717-00-1,,600,0,
44702-29299-00573-00-1,,532,0,
44660-29299-01718-00-1,,2000,0,
44660-29299-01719-00-1,,0,0,
44719-19299-00573-00-1,,90,0,
44923-29299-00573-00-1,,231,0,
45006-19299-00573-00-1,,179,0,
45001-19299-00573-00-1,,131,0,
44623-29299-00574-00-1,,248,0,
44713-29299-00573-00-1,,155,0,
44686-29299-00573-00-1,,98,0,
44601-19299-00572-00-1,,145,0,
44701-29299-00572-00-1,,211,0,
44703-19299-00572-00-1,,105,0,
44052-29299-00572-00-1,,83,0,
44019-29299-00572-00-1,,73,0,
44026-19299-00572-00-1,,100,0,
44659-29299-02285-00-1,,0,0,
44659-29299-02286-00-1,,0,0,
44659-29299-02287-00-1,,0,0,
44659-29299-02288-00-1,,0,0,
44707-29299-00574-00-1,,447,0,
44638-29299-00574-00-1,,125,0,
44241-19299-00574-00-1,,126,0,
44660-29299-01720-00-1,,600,0,
44702-29299-00574-00-1,,532,0,
44660-29299-01721-00-1,,2000,0,
44660-29299-01722-00-1,,0,0,
44719-19299-00574-00-1,,90,0,
44923-29299-00574-00-1,,231,0,
45006-19299-00574-00-1,,179,0,
45001-19299-00574-00-1,,131,0,
44623-29299-00575-00-1,,248,0,
44713-29299-00574-00-1,,155,0,
44686-29299-00574-00-1,,98,0,
44601-19299-00573-00-1,,145,0,
44701-29299-00573-00-1,,211,0,
44703-19299-00573-00-1,,105,0,
44052-29299-00573-00-1,,83,0,
44019-29299-00573-00-1,,73,0,
44026-19299-00573-00-1,,100,0,
44659-29299-02289-00-1,,0,0,
44659-29299-02290-00-1,,0,0,
44659-29299-02291-00-1,,0,0,
44659-29299-02292-00-1,,0,0,
44707-29299-00575-00-1,,447,0,
44638-29299-00575-00-1,,125,0,
44241-19299-00575-00-1,,126,0,
44660-29299-01723-00-1,,600,0,
44702-29299-00575-00-1,,532,0,
44660-29299-01724-00-1,,2000,0,
44660-29299-01725-00-1,,0,0,
44719-19299-00575-00-1,,90,0,
44923-29299-00575-00-1,,231,0,
45006-19299-00575-00-1,,179,0,
45001-19299-00575-00-1,,131,0,
44623-29299-00576-00-1,,248,0,
44713-29299-00575-00-1,,155,0,
44686-29299-00575-00-1,,98,0,
44601-19299-00574-00-1,,145,0,
44701-29299-00574-00-1,,211,0,
44703-19299-00574-00-1,,105,0,
44052-29299-00574-00-1,,83,0,
44019-29299-00574-00-1,,73,0,
44026-19299-00574-00-1,,100,0,
44659-29299-02293-00-1,,0,0,
44659-29299-02294-00-1,,0,0,
44659-29299-02295-00-1,,0,0,
44659-29299-02296-00-1,,0,0,
44707-29299-00576-00-1,,447,0,
44638-29299-00576-00-1,,125,0,
44241-19299-00576-00-1,,126,0,
44660-29299-01726-00-1,,600,0,
44702-29299-00576-00-1,,532,0,
44660-29299-01727-00-1,,2000,0,
44660-29299-01728-00-1,,0,0,
44719-19299-00576-00-1,,90,0,
44923-29299-00576-00-1,,231,0,
45006-19299-00576-00-1,,179,0,
45001-19299-00576-00-1,,131,0,
44623-29299-00577-00-1,,248,0,
44713-29299-00576-00-1,,155,0,
44686-29299-00576-00-1,,98,0,
44601-19299-00575-00-1,,145,0,
44701-29299-00575-00-1,,211,0,
44703-19299-00575-00-1,,105,0,
44052-29299-00575-00-1,,83,0,
44019-29299-00575-00-1,,73,0,
44026-19299-00575-00-1,,100,0,
44659-29299-02297-00-1,,0,0,
44659-29299-02298-00-1,,0,0,
44659-29299-02299-00-1,,0,0,
44659-29299-02300-00-1,,0,0,
44707-29299-00842-00-1,,447,0,
44638-29299-00842-00-1,,125,0,
44241-19299-00842-00-1,,126,0,
44660-29299-02524-00-1,,600,0,
44702-29299-00842-00-1,,532,0,
44660-29299-02525-00-1,,2000,0,
44660-29299-02526-00-1,,0,0,
44719-19299-00842-00-1,,90,0,
44923-29299-00842-00-1,,231,0,
45006-19299-00842-00-1,,179,0,
45001-19299-00842-00-1,,131,0,
44623-29299-00843-00-1,,248,0,
44713-29299-00842-00-1,,155,0,
44686-29299-00842-00-1,,98,0,
44601-19299-00841-00-1,,145,0,
44701-29299-00841-00-1,,211,0,
44703-19299-00841-00-1,,105,0,
44052-29299-00841-00-1,,83,0,
44019-29299-00841-00-1,,73,0,
44026-19299-00841-00-1,,100,0,
44659-29299-03361-00-1,,0,0,
44659-29299-03362-00-1,,0,0,
44659-29299-03363-00-1,,0,0,
44659-29299-03364-00-1,,0,0,
44707-29299-00577-00-1,,447,0,
44638-29299-00577-00-1,,125,0,
44241-19299-00577-00-1,,126,0,
44660-29299-01729-00-1,,600,0,
44702-29299-00577-00-1,,532,0,
44660-29299-01730-00-1,,2000,0,
44660-29299-01731-00-1,,0,0,
44719-19299-00577-00-1,,90,0,
44923-29299-00577-00-1,,231,0,
45006-19299-00577-00-1,,179,0,
45001-19299-00577-00-1,,131,0,
44623-29299-00578-00-1,,248,0,
44713-29299-00577-00-1,,155,0,
44686-29299-00577-00-1,,98,0,
44601-19299-00576-00-1,,145,0,
44701-29299-00576-00-1,,211,0,
44703-19299-00576-00-1,,105,0,
44052-29299-00576-00-1,,83,0,
44019-29299-00576-00-1,,73,0,
44026-19299-00576-00-1,,100,0,
44659-29299-02301-00-1,,0,0,
44659-29299-02302-00-1,,0,0,
44659-29299-02303-00-1,,0,0,
44659-29299-02304-00-1,,0,0,
44707-29299-00578-00-1,,447,0,
44638-29299-00578-00-1,,125,0,
44241-19299-00578-00-1,,126,0,
44660-29299-01732-00-1,,600,0,
44702-29299-00578-00-1,,532,0,
44660-29299-01733-00-1,,2000,0,
44660-29299-01734-00-1,,0,0,
44719-19299-00578-00-1,,90,0,
44923-29299-00578-00-1,,231,0,
