주차장관리번호,"주차혼잡상태",총주차구획수,총잔여주차구획수,주차예약가능단위구획수
44660-29299-01603-00-1,,0,0,
44702-29299-00535-00-1,,0,0,
44660-29299-01604-00-1,,0,0,
44660-29299-01605-00-1,,0,0,
44719-19299-00535-00-1,,0,0,
44923-29299-00535-00-1,,231,0,
45006-19299-00535-00-1,,179,0,
45001-19299-00535-00-1,,131,0,
44623-29299-00536-00-1,,248,0,
44713-29299-00535-00-1,,155,0,
44686-29299-00535-00-1,,98,0,
44601-19299-00534-00-1,,145,0,
44701-29299-00534-00-1,,211,0,
44703-19299-00534-00-1,,105,0,
44052-29299-00534-00-1,,0,0,
44019-29299-00534-00-1,,0,0,
44026-19299-00534-00-1,,0,0,
44659-29299-02133-00-1,,0,0,
44659-29299-02134-00-1,,0,0,
44659-29299-02135-00-1,,0,0,
44659-29299-02136-00-1,,0,0,
44707-29299-00820-00-1,,447,0,
44638-29299-00820-00-1,,125,0,
44241-19299-00820-00-1,,126,0,
44660-29299-02458-00-1,,600,0,
44702-29299-00820-00-1,,532,0,
44660-29299-02459-00-1,,2000,0,
44660-29299-02460-00-1,,0,0,
44719-19299-00820-00-1,,90,0,
44923-29299-00820-00-1,,231,0,
45006-19299-00820-00-1,,179,0,
45001-19299-00820-00-1,,131,0,
44623-29299-00821-00-1,,248,0,
44713-29299-00820-00-1,,155,0,
44686-29299-00820-00-1,,98,0,
44601-19299-00819-00-1,,145,0,
44701-29299-00819-00-1,,211,0,
44703-19299-00819-00-1,,105,0,
44052-29299-00819-00-1,,83,0,
44019-29299-00819-00-1,,73,0,
44026-19299-00819-00-1,,100,0,
44707-29299-00536-00-1,,0,0,
44638-29299-00536-00-1,,0,0,
44241-19299-00536-00-1,,126,0,
44660-29299-01606-00-1,,0,0,
44702-29299-00536-00-1,,0,0,
44660-29299-01607-00-1,,0,0,
44660-29299-01608-00-1,,0,0,
44719-19299-00536-00-1,,0,0,
44923-29299-00536-00-1,,231,0,
45006-19299-00536-00-1,,179,0,
45001-19299-00536-00-1,,131,0,
44623-29299-00537-00-1,,248,0,
44713-29299-00536-00-1,,155,0,
44686-29299-00536-00-1,,98,0,
44601-19299-00535-00-1,,145,0,
44701-29299-00535-00-1,,211,0,
44703-19299-00535-00-1,,105,0,
44052-29299-00535-00-1,,0,0,
44019-29299-00535-00-1,,0,0,
44026-19299-00535-00-1,,0,0,
44659-29299-02137-00-1,,0,0,
44659-29299-02138-00-1,,0,0,
44659-29299-02139-00-1,,0,0,
44659-29299-02140-00-1,,0,0,
44707-29299-00537-00-1,,0,0,
44638-29299-00537-00-1,,0,0,
44241-19299-00537-00-1,,126,0,
44660-29299-01609-00-1,,0,0,
44702-29299-00537-00-1,,0,0,
44660-29299-01610-00-1,,0,0,
44660-29299-01611-00-1,,0,0,
44719-19299-00537-00-1,,0,0,
44923-29299-00537-00-1,,231,0,
45006-19299-00537-00-1,,179,0,
45001-19299-00537-00-1,,131,0,
44623-29299-00538-00-1,,248,0,
44713-29299-00537-00-1,,155,0,
44686-29299-00537-00-1,,98,0,
44601-19299-00536-00-1,,145,0,
44701-29299-00536-00-1,,211,0,
44703-19299-00536-00-1,,105,0,
44052-29299-00536-00-1,,0,0,
44019-29299-00536-00-1,,0,0,
44026-19299-00536-00-1,,0,0,
44659-29299-02141-00-1,,0,0,
44659-29299-02142-00-1,,0,0,
44659-29299-02143-00-1,,0,0,
44659-29299-02144-00-1,,0,0,
44707-29299-00826-00-1,,447,0,
44638-29299-00826-00-1,,125,0,
44241-19299-00826-00-1,,126,0,
44660-29299-02476-00-1,,600,0,
44702-29299-00826-00-1,,532,0,
44660-29299-02477-00-1,,2000,0,
44660-29299-02478-00-1,,0,0,
44719-19299-00826-00-1,,90,0,
44923-29299-00826-00-1,,231,0,
45006-19299-00826-00-1,,179,0,
45001-19299-00826-00-1,,131,0,
44623-29299-00827-00-1,,248,0,
44713-29299-00826-00-1,,155,0,
44686-29299-00826-00-1,,98,0,
44601-19299-00825-00-1,,145,0,
44701-29299-00825-00-1,,211,0,
44703-19299-00825-00-1,,105,0,
44052-29299-00825-00-1,,83,0,
44019-29299-00825-00-1,,73,0,
44026-19299-00825-00-1,,100,0,
44659-29299-03297-00-1,,0,0,
44659-29299-03298-00-1,,0,0,
44659-29299-03299-00-1,,0,0,
44659-29299-03300-00-1,,0,0,
44707-29299-00827-00-1,,447,0,
44638-29299-00827-00-1,,125,0,
44241-19299-00827-00-1,,126,0,
44660-29299-02479-00-1,,600,0,
44702-29299-00827-00-1,,532,0,
44660-29299-02480-00-1,,2000,0,
44660-29299-02481-00-1,,0,0,
44719-19299-00827-00-1,,90,0,
44923-29299-00827-00-1,,231,0,
45006-19299-00827-00-1,,179,0,
45001-19299-00827-00-1,,131,0,
44623-29299-00828-00-1,,248,0,
44713-29299-00827-00-1,,155,0,
44686-29299-00827-00-1,,98,0,
44601-19299-00826-00-1,,145,0,
44701-29299-00826-00-1,,211,0,
44703-19299-00826-00-1,,105,0,
44052-29299-00826-00-1,,83,0,
44019-29299-00826-00-1,,73,0,
44026-19299-00826-00-1,,100,0,
44659-29299-03301-00-1,,0,0,
44659-29299-03302-00-1,,0,0,
44659-29299-03303-00-1,,0,0,
44659-29299-03304-00-1,,0,0,
44707-29299-00828-00-1,,447,0,
44638-29299-00828-00-1,,125,0,
44241-19299-00828-00-1,,126,0,
44660-29299-02482-00-1,,600,0,
44702-29299-00828-00-1,,532,0,
44660-29299-02483-00-1,,2000,0,
44660-29299-02484-00-1,,0,0,
44719-19299-00828-00-1,,90,0,
44923-29299-00828-00-1,,231,0,
45006-19299-00828-00-1,,179,0,
45001-19299-00828-00-1,,131,0,
44623-29299-00829-00-1,,248,0,
44713-29299-00828-00-1,,155,0,
44686-29299-00828-00-1,,98,0,
44601-19299-00827-00-1,,145,0,
44701-29299-00827-00-1,,211,0,
44703-19299-00827-00-1,,105,0,
44052-29299-00827-00-1,,83,0,
44019-29299-00827-00-1,,73,0,
44026-19299-00827-00-1,,100,0,
44659-29299-03305-00-1,,0,0,
44659-29299-03306-00-1,,0,0,
44659-29299-03307-00-1,,0,0,
44659-29299-03308-00-1,,0,0,
44707-29299-00829-00-1,,447,0,
44638-29299-00829-00-1,,125,0,
44241-19299-00829-00-1,,126,0,
44660-29299-02485-00-1,,600,0,
44702-29299-00829-00-1,,532,0,
44660-29299-02486-00-1,,2000,0,
44660-29299-02487-00-1,,0,0,
44719-19299-00829-00-1,,90,0,
44923-29299-00829-00-1,,231,0,
45006-19299-00829-00-1,,179,0,
45001-19299-00829-00-1,,131,0,
44623-29299-00830-00-1,,248,0,
44713-29299-00829-00-1,,155,0,
44686-29299-00829-00-1,,98,0,
44601-19299-00828-00-1,,145,0,
44701-29299-00828-00-1,,211,0,
44703-19299-00828-00-1,,105,0,
44052-29299-00828-00-1,,83,0,
44019-29299-00828-00-1,,73,0,
44026-19299-00828-00-1,,100,0,
44659-29299-03309-00-1,,0,0,
44659-29299-03310-00-1,,0,0,
44659-29299-03311-00-1,,0,0,
44659-29299-03312-00-1,,0,0,
44707-29299-00830-00-1,,447,0,
44638-29299-00830-00-1,,125,0,
44241-19299-00830-00-1,,126,0,
44660-29299-02488-00-1,,600,0,
44702-29299-00830-00-1,,532,0,
44660-29299-02489-00-1,,2000,0,
44660-29299-02490-00-1,,0,0,
44719-19299-00830-00-1,,90,0,
44923-29299-00830-00-1,,231,0,
45006-19299-00830-00-1,,179,0,
45001-19299-00830-00-1,,131,0,
44623-29299-00831-00-1,,248,0,
44713-29299-00830-00-1,,155,0,
44686-29299-00830-00-1,,98,0,
44601-19299-00829-00-1,,145,0,
44701-29299-00829-00-1,,211,0,
44703-19299-00829-00-1,,105,0,
44052-29299-00829-00-1,,83,0,
44019-29299-00829-00-1,,73,0,
44026-19299-00829-00-1,,100,0,
44659-29299-03313-00-1,,0,0,
44659-29299-03314-00-1,,0,0,
44659-29299-03315-00-1,,0,0,
44659-29299-03316-00-1,,0,0,
44707-29299-00831-00-1,,447,0,
44638-29299-00831-00-1,,125,0,
44241-19299-00831-00-1,,126,0,
44660-29299-02491-00-1,,600,0,
44702-29299-00831-00-1,,532,0,
44660-29299-02492-00-1,,2000,0,
44660-29299-02493-00-1,,0,0,
44719-19299-00831-00-1,,90,0,
44923-29299-00831-00-1,,231,0,
45006-19299-00831-00-1,,179,0,
45001-19299-00831-00-1,,131,0,
44623-29299-00832-00-1,,248,0,
44713-29299-00831-00-1,,155,0,
44686-29299-00831-00-1,,98,0,
44601-19299-00830-00-1,,145,0,
44701-29299-00830-00-1,,211,0,
44703-19299-00830-00-1,,105,0,
44052-29299-00830-00-1,,83,0,
44019-29299-00830-00-1,,73,0,
44026-19299-00830-00-1,,100,0,
44659-29299-03317-00-1,,0,0,
44659-29299-03318-00-1,,0,0,
44659-29299-03319-00-1,,0,0,
44659-29299-03320-00-1,,0,0,
44707-29299-00538-00-1,,0,0,
44638-29299-00538-00-1,,0,0,
44241-19299-00538-00-1,,126,0,
44660-29299-01612-00-1,,0,0,
44702-29299-00538-00-1,,0,0,
44660-29299-01613-00-1,,0,0,
44660-29299-01614-00-1,,0,0,
44719-19299-00538-00-1,,0,0,
44923-29299-00538-00-1,,231,0,
45006-19299-00538-00-1,,179,0,
45001-19299-00538-00-1,,131,0,
44623-29299-00539-00-1,,248,0,
44713-29299-00538-00-1,,155,0,
44686-29299-00538-00-1,,98,0,
44601-19299-00537-00-1,,145,0,
44701-29299-00537-00-1,,211,0,
44703-19299-00537-00-1,,105,0,
44052-29299-00537-00-1,,0,0,
44019-29299-00537-00-1,,0,0,
44026-19299-00537-00-1,,0,0,
44659-29299-02145-00-1,,0,0,
44659-29299-02146-00-1,,0,0,
44659-29299-02147-00-1,,0,0,
44659-29299-02148-00-1,,0,0,
44707-29299-00539-00-1,,0,0,
44638-29299-00539-00-1,,0,0,
44241-19299-00539-00-1,,126,0,
44660-29299-01615-00-1,,0,0,
44702-29299-00539-00-1,,0,0,
44660-29299-01616-00-1,,0,0,
44660-29299-01617-00-1,,0,0,
44719-19299-00539-00-1,,0,0,
44923-29299-00539-00-1,,231,0,
45006-19299-00539-00-1,,179,0,
45001-19299-00539-00-1,,131,0,
44623-29299-00540-00-1,,248,0,
44713-29299-00539-00-1,,155,0,
44686-29299-00539-00-1,,98,0,
44601-19299-00538-00-1,,145,0,
44701-29299-00538-00-1,,211,0,
44703-19299-00538-00-1,,105,0,
44052-29299-00538-00-1,,0,0,
44019-29299-00538-00-1,,0,0,
44026-19299-00538-00-1,,0,0,
44659-29299-02149-00-1,,0,0,
44659-29299-02150-00-1,,0,0,
44659-29299-02151-00-1,,0,0,
44659-29299-02152-00-1,,0,0,
44707-29299-00540-00-1,,0,0,
44638-29299-00540-00-1,,0,0,
44241-19299-00540-00-1,,126,0,
44660-29299-01618-00-1,,0,0,
44702-29299-00540-00-1,,0,0,
44660-29299-01619-00-1,,0,0,
44660-29299-01620-00-1,,0,0,
44719-19299-00540-00-1,,0,0,
44923-29299-00540-00-1,,231,0,
45006-19299-00540-00-1,,179,0,
45001-19299-00540-00-1,,131,0,
44623-29299-00541-00-1,,248,0,
44713-29299-00540-00-1,,155,0,
44686-29299-00540-00-1,,98,0,
44601-19299-00539-00-1,,145,0,
44701-29299-00539-00-1,,211,0,
44703-19299-00539-00-1,,105,0,
44052-29299-00539-00-1,,0,0,
44019-29299-00539-00-1,,0,0,
44026-19299-00539-00-1,,0,0,
44659-29299-02153-00-1,,0,0,
44659-29299-02154-00-1,,0,0,
44659-29299-02155-00-1,,0,0,
44659-29299-02156-00-1,,0,0,
44707-29299-00832-00-1,,447,0,
44638-29299-00832-00-1,,125,0,
44241-19299-00832-00-1,,126,0,
44660-29299-02494-00-1,,600,0,
44702-29299-00832-00-1,,532,0,
44660-29299-02495-00-1,,2000,0,
44660-29299-02496-00-1,,0,0,
44719-19299-00832-00-1,,90,0,
44923-29299-00832-00-1,,231,0,
45006-19299-00832-00-1,,179,0,
45001-19299-00832-00-1,,131,0,
44623-29299-00833-00-1,,248,0,
44713-29299-00832-00-1,,155,0,
44686-29299-00832-00-1,,98,0,
44601-19299-00831-00-1,,145,0,
44701-29299-00831-00-1,,211,0,
44703-19299-00831-00-1,,105,0,
44052-29299-00831-00-1,,83,0,
44019-29299-00831-00-1,,73,0,
44026-19299-00831-00-1,,100,0,
44659-29299-03321-00-1,,0,0,
44659-29299-03322-00-1,,0,0,
44659-29299-03323-00-1,,0,0,
44659-29299-03324-00-1,,0,0,
44707-29299-00833-00-1,,447,0,
44638-29299-00833-00-1,,125,0,
44241-19299-00833-00-1,,126,0,
44660-29299-02497-00-1,,600,0,
44702-29299-00833-00-1,,532,0,
44660-29299-02498-00-1,,2000,0,
44660-29299-02499-00-1,,0,0,
44719-19299-00833-00-1,,90,0,
44923-29299-00833-00-1,,231,0,
45006-19299-00833-00-1,,179,0,
45001-19299-00833-00-1,,131,0,
44623-29299-00834-00-1,,248,0,
44713-29299-00833-00-1,,155,0,
44686-29299-00833-00-1,,98,0,
44601-19299-00832-00-1,,145,0,
44701-29299-00832-00-1,,211,0,
44703-19299-00832-00-1,,105,0,
44052-29299-00832-00-1,,83,0,
44019-29299-00832-00-1,,73,0,
44026-19299-00832-00-1,,100,0,
44659-29299-03325-00-1,,0,0,
44659-29299-03326-00-1,,0,0,
44659-29299-03327-00-1,,0,0,
44659-29299-03328-00-1,,0,0,
44707-29299-00541-00-1,,0,0,
44638-29299-00541-00-1,,0,0,
44241-19299-00541-00-1,,126,0,
44660-29299-01621-00-1,,0,0,
44702-29299-00541-00-1,,0,0,
44660-29299-01622-00-1,,0,0,
44660-29299-01623-00-1,,0,0,
44719-19299-00541-00-1,,0,0,
44923-29299-00541-00-1,,231,0,
45006-19299-00541-00-1,,179,0,
45001-19299-00541-00-1,,131,0,
44623-29299-00542-00-1,,248,0,
44713-29299-00541-00-1,,155,0,
44686-29299-00541-00-1,,98,0,
44601-19299-00540-00-1,,145,0,
44701-29299-00540-00-1,,211,0,
44703-19299-00540-00-1,,105,0,
44052-29299-00540-00-1,,0,0,
44019-29299-00540-00-1,,0,0,
44026-19299-00540-00-1,,0,0,
44659-29299-02157-00-1,,0,0,
44659-29299-02158-00-1,,0,0,
44659-29299-02159-00-1,,0,0,
44659-29299-02160-00-1,,0,0,
44707-29299-00542-00-1,,0,0,
44638-29299-00542-00-1,,0,0,
44241-19299-00542-00-1,,126,0,
44660-29299-01624-00-1,,0,0,
44702-29299-00542-00-1,,0,0,
44660-29299-01625-00-1,,0,0,
44660-29299-01626-00-1,,0,0,
44719-19299-00542-00-1,,0,0,
44923-29299-00542-00-1,,231,0,
45006-19299-00542-00-1,,179,0,
45001-19299-00542-00-1,,131,0,
44623-29299-00543-00-1,,248,0,
44713-29299-00542-00-1,,155,0,
44686-29299-00542-00-1,,98,0,
44601-19299-00541-00-1,,145,0,
44701-29299-00541-00-1,,211,0,
44703-19299-00541-00-1,,105,0,
44052-29299-00541-00-1,,0,0,
44019-29299-00541-00-1,,0,0,
44026-19299-00541-00-1,,0,0,
44659-29299-02161-00-1,,0,0,
44659-29299-02162-00-1,,0,0,
44659-29299-02163-00-1,,0,0,
44659-29299-02164-00-1,,0,0,
44707-29299-00834-00-1,,447,0,
44638-29299-00834-00-1,,125,0,
44241-19299-00834-00-1,,126,0,
44660-29299-02500-00-1,,600,0,
44702-29299-00834-00-1,,0,0,
44660-29299-02501-00-1,,2000,0,
44660-29299-02502-00-1,,0,0,
44719-19299-00834-00-1,,90,0,
44923-29299-00834-00-1,,231,0,
45006-19299-00834-00-1,,179,0,
45001-19299-00834-00-1,,131,0,
44623-29299-00835-00-1,,248,0,
44713-29299-00834-00-1,,155,0,
44686-29299-00834-00-1,,98,0,
44601-19299-00833-00-1,,145,0,
44701-29299-00833-00-1,,211,0,
44703-19299-00833-00-1,,105,0,
44052-29299-00833-00-1,,83,0,
44019-29299-00833-00-1,,73,0,
44026-19299-00833-00-1,,100,0,
44659-29299-03329-00-1,,0,0,
44659-29299-03330-00-1,,0,0,
44659-29299-03331-00-1,,0,0,
44659-29299-03332-00-1,,0,0,
44707-29299-00543-00-1,,0,0,
44638-29299-00543-00-1,,0,0,
44241-19299-00543-00-1,,126,0,
44660-29299-01627-00-1,,0,0,
44702-29299-00543-00-1,,0,0,
44660-29299-01628-00-1,,0,0,
44660-29299-01629-00-1,,0,0,
44719-19299-00543-00-1,,0,0,
44923-29299-00543-00-1,,231,0,
45006-19299-00543-00-1,,179,0,
45001-19299-00543-00-1,,131,0,
44623-29299-00544-00-1,,248,0,
44713-29299-00543-00-1,,155,0,
44686-29299-00543-00-1,,98,0,
44601-19299-00542-00-1,,145,0,
44701-29299-00542-00-1,,211,0,
44703-19299-00542-00-1,,105,0,
44052-29299-00542-00-1,,0,0,
44019-29299-00542-00-1,,0,0,
44026-19299-00542-00-1,,0,0,
44659-29299-02165-00-1,,0,0,
44659-29299-02166-00-1,,0,0,
44659-29299-02167-00-1,,0,0,
44659-29299-02168-00-1,,0,0,
44707-29299-00544-00-1,,0,0,
44638-29299-00544-00-1,,0,0,
44241-19299-00544-00-1,,126,0,
44660-29299-01630-00-1,,0,0,
44702-29299-00544-00-1,,0,0,
44660-29299-01631-00-1,,0,0,
44660-29299-01632-00-1,,0,0,
44719-19299-00544-00-1,,0,0,
44923-29299-00544-00-1,,231,0,
45006-19299-00544-00-1,,179,0,
45001-19299-00544-00-1,,131,0,
44623-29299-00545-00-1,,248,0,
44713-29299-00544-00-1,,155,0,
44686-29299-00544-00-1,,98,0,
44601-19299-00543-00-1,,145,0,
44701-29299-00543-00-1,,211,0,
44703-19299-00543-00-1,,105,0,
44052-29299-00543-00-1,,0,0,
44019-29299-00543-00-1,,0,0,
44026-19299-00543-00-1,,0,0,
44659-29299-02169-00-1,,0,0,
44659-29299-02170-00-1,,0,0,
44659-29299-02171-00-1,,0,0,
44659-29299-02172-00-1,,0,0,
44707-29299-00545-00-1,,0,0,
44638-29299-00545-00-1,,0,0,
44241-19299-00545-00-1,,126,0,
44660-29299-01633-00-1,,0,0,
44702-29299-00545-00-1,,0,0,
44660-29299-01634-00-1,,0,0,
44660-29299-01635-00-1,,0,0,
44719-19299-00545-00-1,,0,0,
44923-29299-00545-00-1,,231,0,
45006-19299-00545-00-1,,179,0,
45001-19299-00545-00-1,,131,0,
44623-29299-00546-00-1,,248,0,
44713-29299-00545-00-1,,155,0,
44686-29299-00545-00-1,,98,0,
44601-19299-00544-00-1,,145,0,
44701-29299-00544-00-1,,211,0,
44703-19299-00544-00-1,,105,0,
44052-29299-00544-00-1,,0,0,
44019-29299-00544-00-1,,0,0,
44026-19299-00544-00-1,,0,0,
44659-29299-02173-00-1,,0,0,
44659-29299-02174-00-1,,0,0,
44659-29299-02175-00-1,,0,0,
44659-29299-02176-00-1,,0,0,
44707-29299-00835-00-1,,447,0,
44638-29299-00835-00-1,,125,0,
44241-19299-00835-00-1,,126,0,
44660-29299-02503-00-1,,600,0,
44702-29299-00835-00-1,,0,0,
44660-29299-02504-00-1,,2000,0,
44660-29299-02505-00-1,,0,0,
44719-19299-00835-00-1,,90,0,
44923-29299-00835-00-1,,231,0,
45006-19299-00835-00-1,,179,0,
45001-19299-00835-00-1,,131,0,
44623-29299-00836-00-1,,248,0,
44713-29299-00835-00-1,,155,0,
44686-29299-00835-00-1,,98,0,
44601-19299-00834-00-1,,145,0,
44701-29299-00834-00-1,,211,0,
44703-19299-00834-00-1,,105,0,
44707-29299-00546-00-1,,0,0,
44638-29299-00546-00-1,,0,0,
44241-19299-00546-00-1,,126,0,
44660-29299-01636-00-1,,0,0,
44702-29299-00546-00-1,,0,0,
44660-29299-01637-00-1,,0,0,
44660-29299-01638-00-1,,0,0,
44719-19299-00546-00-1,,0,0,
44923-29299-00546-00-1,,231,0,
45006-19299-00546-00-1,,179,0,
45001-19299-00546-00-1,,131,0,
44623-29299-00547-00-1,,248,0,
44713-29299-00546-00-1,,155,0,
44686-29299-00546-00-1,,98,0,
44601-19299-00545-00-1,,145,0,
44701-29299-00545-00-1,,211,0,
44703-19299-00545-00-1,,105,0,
44052-29299-00545-00-1,,0,0,
44019-29299-00545-00-1,,0,0,
44026-19299-00545-00-1,,0,0,
44659-29299-02177-00-1,,0,0,
44659-29299-02178-00-1,,0,0,
44659-29299-02179-00-1,,0,0,
44659-29299-02180-00-1,,0,0,
44052-29299-00834-00-1,,83,0,
44019-29299-00834-00-1,,73,0,
44026-19299-00834-00-1,,100,0,
44659-29299-03333-00-1,,0,0,
44659-29299-03334-00-1,,0,0,
44659-29299-03335-00-1,,0,0,
44659-29299-03336-00-1,,0,0,
44707-29299-00547-00-1,,0,0,
44638-29299-00547-00-1,,0,0,
44241-19299-00547-00-1,,126,0,
44660-29299-01639-00-1,,0,0,
44702-29299-00547-00-1,,0,0,
44660-29299-01640-00-1,,0,0,
44660-29299-01641-00-1,,0,0,
44719-19299-00547-00-1,,0,0,
44923-29299-00547-00-1,,231,0,
45006-19299-00547-00-1,,179,0,
45001-19299-00547-00-1,,131,0,
44623-29299-00548-00-1,,248,0,
44713-29299-00547-00-1,,155,0,
44686-29299-00547-00-1,,98,0,
44601-19299-00546-00-1,,145,0,
44701-29299-00546-00-1,,211,0,
44703-19299-00546-00-1,,105,0,
44052-29299-00546-00-1,,0,0,
44019-29299-00546-00-1,,0,0,
44026-19299-00546-00-1,,0,0,
44659-29299-02181-00-1,,0,0,
44659-29299-02182-00-1,,0,0,
44659-29299-02183-00-1,,0,0,
44659-29299-02184-00-1,,0,0,
44707-29299-00548-00-1,,0,0,
44638-29299-00548-00-1,,0,0,
44241-19299-00548-00-1,,126,0,
44660-29299-01642-00-1,,0,0,
44702-29299-00548-00-1,,0,0,
44660-29299-01643-00-1,,0,0,
44660-29299-01644-00-1,,0,0,
44719-19299-00548-00-1,,0,0,
44923-29299-00548-00-1,,231,0,
45006-19299-00548-00-1,,179,0,
45001-19299-00548-00-1,,131,0,
44623-29299-00549-00-1,,248,0,
44713-29299-00548-00-1,,155,0,
44686-29299-00548-00-1,,98,0,
44601-19299-00547-00-1,,145,0,
44701-29299-00547-00-1,,211,0,
44703-19299-00547-00-1,,105,0,
44052-29299-00547-00-1,,0,0,
44019-29299-00547-00-1,,0,0,
44026-19299-00547-00-1,,0,0,
44659-29299-02185-00-1,,0,0,
44659-29299-02186-00-1,,0,0,
44659-29299-02187-00-1,,0,0,
44659-29299-02188-00-1,,0,0,
44707-29299-00836-00-1,,447,0,
44638-29299-00836-00-1,,125,0,
44241-19299-00836-00-1,,126,0,
44660-29299-02506-00-1,,600,0,
44702-29299-00836-00-1,,532,0,
44660-29299-02507-00-1,,2000,0,
44660-29299-02508-00-1,,0,0,
44719-19299-00836-00-1,,90,0,
44923-29299-00836-00-1,,231,0,
45006-19299-00836-00-1,,179,0,
45001-19299-00836-00-1,,131,0,
44623-29299-00837-00-1,,248,0,
44713-29299-00836-00-1,,155,0,
44686-29299-00836-00-1,,98,0,
44707-29299-00549-00-1,,0,0,
44638-29299-00549-00-1,,0,0,
44241-19299-00549-00-1,,126,0,
44660-29299-01645-00-1,,0,0,
44702-29299-00549-00-1,,0,0,
44660-29299-01646-00-1,,0,0,
44660-29299-01647-00-1,,0,0,
44719-19299-00549-00-1,,0,0,
44923-29299-00549-00-1,,231,0,
45006-19299-00549-00-1,,179,0,
45001-19299-00549-00-1,,131,0,
44623-29299-00550-00-1,,248,0,
44713-29299-00549-00-1,,155,0,
44686-29299-00549-00-1,,98,0,
44601-19299-00548-00-1,,145,0,
44601-19299-00835-00-1,,145,0,
44701-29299-00835-00-1,,211,0,
44703-19299-00835-00-1,,105,0,
44052-29299-00835-00-1,,83,0,
44019-29299-00835-00-1,,73,0,
44701-29299-00548-00-1,,211,0,
44703-19299-00548-00-1,,105,0,
44052-29299-00548-00-1,,0,0,
44019-29299-00548-00-1,,0,0,
44026-19299-00548-00-1,,0,0,
44659-29299-02189-00-1,,0,0,
44659-29299-02190-00-1,,0,0,
44659-29299-02191-00-1,,0,0,
44659-29299-02192-00-1,,0,0,
44707-29299-00550-00-1,,0,0,
44638-29299-00550-00-1,,0,0,
44241-19299-00550-00-1,,126,0,
44660-29299-01648-00-1,,0,0,
44702-29299-00550-00-1,,0,0,
44660-29299-01649-00-1,,0,0,
44660-29299-01650-00-1,,0,0,
44719-19299-00550-00-1,,0,0,
44923-29299-00550-00-1,,231,0,
45006-19299-00550-00-1,,179,0,
45001-19299-00550-00-1,,131,0,
44623-29299-00551-00-1,,248,0,
44713-29299-00550-00-1,,155,0,
44686-29299-00550-00-1,,98,0,
44601-19299-00549-00-1,,145,0,
44701-29299-00549-00-1,,211,0,
44703-19299-00549-00-1,,105,0,
44052-29299-00549-00-1,,0,0,
44019-29299-00549-00-1,,0,0,
44026-19299-00549-00-1,,0,0,
44659-29299-02193-00-1,,0,0,
44659-29299-02194-00-1,,0,0,
44659-29299-02195-00-1,,0,0,
44659-29299-02196-00-1,,0,0,
44707-29299-00551-00-1,,0,0,
44638-29299-00551-00-1,,0,0,
44241-19299-00551-00-1,,126,0,
44660-29299-01651-00-1,,0,0,
44702-29299-00551-00-1,,0,0,
44660-29299-01652-00-1,,0,0,
44660-29299-01653-00-1,,0,0,
44719-19299-00551-00-1,,0,0,
44923-29299-00551-00-1,,231,0,
45006-19299-00551-00-1,,179,0,
45001-19299-00551-00-1,,131,0,
44623-29299-00552-00-1,,248,0,
44713-29299-00551-00-1,,155,0,
44686-29299-00551-00-1,,98,0,
44601-19299-00550-00-1,,145,0,
44701-29299-00550-00-1,,211,0,
44703-19299-00550-00-1,,105,0,
44052-29299-00550-00-1,,0,0,
44019-29299-00550-00-1,,0,0,
44026-19299-00550-00-1,,0,0,
44659-29299-02197-00-1,,0,0,
44659-29299-02198-00-1,,0,0,
44659-29299-02199-00-1,,0,0,
44659-29299-02200-00-1,,0,0,
44026-19299-00835-00-1,,100,0,
44659-29299-03337-00-1,,0,0,
44659-29299-03338-00-1,,0,0,
44659-29299-03339-00-1,,0,0,
44659-29299-03340-00-1,,0,0,
44707-29299-00552-00-1,,0,0,
44638-29299-00552-00-1,,0,0,
44241-19299-00552-00-1,,126,0,
44660-29299-01654-00-1,,0,0,
44702-29299-00552-00-1,,0,0,
44660-29299-01655-00-1,,0,0,
44660-29299-01656-00-1,,0,0,
44719-19299-00552-00-1,,0,0,
44923-29299-00552-00-1,,231,0,
45006-19299-00552-00-1,,179,0,
45001-19299-00552-00-1,,131,0,
44623-29299-00553-00-1,,248,0,
44713-29299-00552-00-1,,155,0,
44686-29299-00552-00-1,,98,0,
44601-19299-00551-00-1,,145,0,
44701-29299-00551-00-1,,211,0,
44703-19299-00551-00-1,,105,0,
44052-29299-00551-00-1,,0,0,
44019-29299-00551-00-1,,0,0,
44026-19299-00551-00-1,,0,0,
44659-29299-02201-00-1,,0,0,
44659-29299-02202-00-1,,0,0,
44659-29299-02203-00-1,,0,0,
44659-29299-02204-00-1,,0,0,
44707-29299-00553-00-1,,0,0,
44638-29299-00553-00-1,,0,0,
44241-19299-00553-00-1,,126,0,
44660-29299-01657-00-1,,0,0,
44702-29299-00553-00-1,,0,0,
44660-29299-01658-00-1,,0,0,
44660-29299-01659-00-1,,0,0,
44719-19299-00553-00-1,,0,0,
44923-29299-00553-00-1,,231,0,
45006-19299-00553-00-1,,179,0,
45001-19299-00553-00-1,,131,0,
44623-29299-00554-00-1,,248,0,
44713-29299-00553-00-1,,155,0,
44686-29299-00553-00-1,,98,0,
44601-19299-00552-00-1,,145,0,
44701-29299-00552-00-1,,211,0,
44703-19299-00552-00-1,,105,0,
44052-29299-00552-00-1,,0,0,
44019-29299-00552-00-1,,0,0,
44026-19299-00552-00-1,,0,0,
