건물명,도로명주소,지번주소,종류,대수,최종검사일자,검사결과,관리인배치여부,기타
,경기도 평택시 현신7길 21-8,경기도 평택시 용이동 491-5,수직순환식,14,2018-08-11,적,무,건물명미정
,부산광역시 수영구 수영로666번길 27(광안동),부산광역시 수영구 광안동 90-56,수직순환식,14,2018-11-26,적,무,건물명미정
,서울특별시 송파구 석촌호수로 150,서울특별시 송파구 삼전동 22-8,다층순환식,14,2019-03-08,적,무,건물명미정
,서울특별시 강남구 역삼1동 747-22,서울특별시 강남구 역삼동 747-22,다층순환식,14,2019-03-29,적,무,건물명미정
,부산광역시 동래구 온천동 1450-9,부산광역시 동래구 온천동 1450-9,수직순환식,14,2019-10-25,적,무,건물명미정
,경상남도 양산시 물금읍 가촌리 1270-11,경상남도 양산시 물금읍 가촌리 1270-11,수직순환식,14,2019-11-06,적,무,건물명미정
,부산광역시 부산진구 양정동 234-17 외 1필지,부산광역시 부산진구 양정동 234-17 외 1필지,다층순환식,14,2020-02-25,적,무,건물명미정
,경기도 안양시 동안구 평촌대로374번길 42 (비산동),경기도 안양시 동안구 비산동 1050,승강기식,14,2020-05-08,적,무,건물명미정
,대구광역시 수성구 수성못6길 16 (두산동 670),대구광역시 수성구 두산동 670,승강기식,14,2020-12-28,적,무,건물명미정
,대구광역시 수성구 수성못6길 16 (두산동 670),대구광역시 수성구 두산동 670,승강기식,14,2020-12-28,적,무,건물명미정
,부산광역시 동래구 충렬대로100번가길 14 (온천동 1446-42) ,부산광역시 동래구 온천동 1446-42,승강기식,14,2021-04-05,적,무,건물명미정
,부산광역시 연제구 월드컵대로111번길 44 (연산동 705-8) ,부산광역시 연제구 연산동 705-8,수직순환식,14,2021-04-12,적,무,건물명미정
,부산광역시 사하구 동매로 33-7 (하단동 605-7) ,부산광역시 사하구 하단동 605-7,수직순환식,14,2021-05-10,적,무,건물명미정
,인천광역시 미추홀구 주안로205번길 12-12 (주안동 301-3) ,인천광역시 미추홀구 주안동 301-3,다층순환식,14,2021-06-18,적,무,건물명미정
,부산광역시 연제구 쌍미천로161번길 19-1 (연산동 621-14) ,부산광역시 연제구 연산동 621-14,수직순환식,14,2021-06-30,적,무,건물명미정
,부산광역시 남구 진남로29번길 5 (대연동 294-3) ,부산광역시 남구 대연동 294-3,수직순환식,14,2021-07-16,적,무,건물명미정
,경상남도 김해시 동상동 1102-2,경상남도 김해시 동상동 1102-2,다단식,14,2021-07-21,적,무,건물명미정
,부산광역시 동래구 동래로19번길 34 (온천동 475-13),부산광역시 동래구 온천동 475-13,수직순환식,15,2018-08-30,적,무,건물명미정
,인천광역시 부평구 동수북로 124 (부평동),인천광역시 부평구 부평동 747,수직순환식,15,2019-09-11,적,무,건물명미정
,경상남도 양산시 야리로 27-13 ( 1270-9),경상남도 양산시 물금읍 1270-9,수직순환식,15,2019-10-01,적,무,건물명미정
,부산광역시 부산진구 동평로406번길 51 (양정동 394-24) ,부산광역시 부산진구 양정동 394-24,다단식,15,2019-12-20,적,무,건물명미정
,부산광역시 부산진구 전포대로190번길 16 (전포동 347-17) ,부산광역시 부산진구 전포동 347-17,수직순환식,15,2020-08-05,적,무,건물명미정
,부산광역시 해운대구 달맞이길117번가길 179 (중동 1487-3) ,부산광역시 해운대구 중동 1487-3,2단식,15,2021-07-08,적,무,건물명미정
,경상남도 창원시 마산합포구 진동면 진동리 628-6번지,경상남도 창원시 마산합포구 진동면 진동리 628-6번지,수직순환식,16,2016-08-04,적,무,건물명미정
,경기도 성남시 중원구 둔촌대로 117 (성남동 4096),경기도 성남시 중원구 성남동 4096,승강기식,16,2018-09-20,적,무,건물명미정
,경상남도 양산시 물금읍 범어로 100,경상남도 양산시 물금읍 범어리 2715-4,수직순환식,16,2018-12-26,적,무,건물명미정
,부산광역시 연제구 거제시장로22번길 23 (거제동 576-18) ,부산광역시 연제구 거제동 576-18,수직순환식,16,2019-04-26,적,무,건물명미정
,부산광역시 서구 구덕로 312 ,부산광역시 서구 동대신동2가 361,수직순환식,16,2019-07-17,적,무,건물명미정
,부산광역시 부산진구 가야공원로 35-7 (가야동),부산광역시 부산진구 가야동 594-5 ,다단식,16,2019-11-11,부,무,건물명미정
,부산광역시 서구 구덕로199번길 16 (부민동2가 9-10) ,부산광역시 서구 부민동2가 9-10,수직순환식,16,2020-02-05,적,무,건물명미정
,부산광역시 사상구 주례동 152-18 외 1필지,부산광역시 사상구 주례동 152-18 외 1필지,승강기식,16,2020-02-21,적,무,건물명미정
,부산광역시 서구 구덕로120번길 17 (토성동4가 17-1) ,부산광역시 서구 토성동4가 17-1,수직순환식,16,2020-03-19,적,무,건물명미정
,부산광역시 서구 토성동4가 17-4,부산광역시 서구 토성동4가 17-4,수직순환식,16,2020-06-12,적,무,건물명미정
,부산광역시 부산진구 대학로 72-12 (가야동 454-49) ,부산광역시 부산진구 가야동 454-49,승강기식,16,2021-03-09,적,무,건물명미정
,서울특별시 강남구 압구정로30길 67 (신사동),서울특별시 강남구 신사동 597-3,수평순환식,16,2021-03-19,적,무,건물명미정
,부산광역시 중구 보수대로124번길 52 (보수동2가 79-1) ,부산광역시 중구 보수동2가 79-1,승강기식,16,2021-04-30,적,무,건물명미정
,서울특별시 서초구 동광로 106 (방배동),서울특별시 서초구 방배동 807-9,승강기식,17,2021-05-07,적,무,건물명미정
,서울특별시 강남구 봉은사로 106 (역삼동 808-1) ,서울특별시 강남구 역삼동 808-1,평면왕복식,18,2016-08-26,적,무,건물명미정
,경상남도 창원시 마산합포구 오동서10길 17-18 (중성동 74-12) ,경상남도 창원시 마산합포구 중성동 74-12,승강기식,18,2017-01-04,적,무,건물명미정
,대구광역시 달서구 월배로 164 (상인동 1439),대구광역시 달서구 상인동 1439,다층순환식,18,2019-05-14,적,무,건물명미정
,경상남도 창원시 성산구 사파동 84-2,경상남도 창원시 성산구 사파동 84-2,다층순환식,18,2019-07-04,적,무,건물명미정
,경상북도 경주시 노서동 160-6,경상북도 경주시 노서동 160-6,승강기식,18,2019-07-24,적,무,건물명미정
,부산광역시 사하구 괴정로 9 (하단동 615-6) ,부산광역시 사하구 하단동 615-6,승강기식,18,2019-08-21,적,무,건물명미정
,대구광역시 수성구 지산로14안길 39 (지산동 571외 1필지),대구광역시 수성구 지산동 575외 1필지,승강기식,18,2019-11-27,적,무,건물명미정
,제주특별자치도 제주시 아란7길 3-7,제주특별자치도 제주시 아라동 6092-10,다층순환식,18,2019-12-24,적,무,건물명미정
,대구광역시 수성구 수성로 354 (수성동2가 232-1),대구광역시 수성구 수성2.3가동 232-1,승강기식,18,2019-12-26,적,무,건물명미정
,부산광역시 연제구 연산동 867-15,부산광역시 연제구 연산동 867-15,승강기식,18,2020-01-15,적,무,건물명미정
,부산광역시 서구 구덕로 275-24 (서대신동1가 50-3) ,부산광역시 서구 서대신동1가 50-3,다층순환식,18,2020-03-03,적,무,건물명미정
,부산광역시 부산진구 신천대로273번길 7 (부암동 302-4) ,부산광역시 부산진구 부암동 302-4,승강기식,18,2020-03-17,적,무,건물명미정
,"인천광역시 남동구 성말로13번길 85 (구월동, 구월베스티움) ",인천광역시 남동구 구월동 1124-8,평면왕복식,18,2020-08-11,적,무,건물명미정
,부산광역시 동래구 안락동 295-2,부산광역시 동래구 안락동 295-2,승강기식,18,2020-10-28,적,무,건물명미정
,부산광역시 해운대구 해운대로570번길 23(우동),부산광역시 해운대구 우동 644-2외 1필지,다층순환식,18,2020-11-30,적,무,건물명미정
,부산광역시 서구 구덕로280번길 20 (동대신동1가 210-3) ,부산광역시 서구 동대신동1가 210-3,승강기식,18,2021-02-22,적,무,건물명미정
,경기도 오산시 오산로232번길 6-6 (오산동 878-11) ,경기도 오산시 오산동 878-11,다층순환식,18,2021-03-10,적,무,건물명미정
,광주광역시 광산구 첨단중앙로170번길 33 (쌍암동 663-6) ,광주광역시 광산구 쌍암동 663-6,승강기식,18,2021-03-16,적,무,건물명미정
,부산광역시 사하구 낙동대로575번길 71 (하단동 500-1) ,부산광역시 사하구 하단동 500-1,승강기식,18,2021-06-01,적,무,건물명미정
,부산광역시 부산진구 신천대로216번길 33 (부암동 117-11) ,부산광역시 부산진구 부암동 117-11 외1필지,승강기식,18,2021-06-09,적,무,건물명미정
,부산광역시 연제구 배산로 36 ,부산광역시 연제구 연산동 2121-22,다층순환식,18,2021-06-10,적,무,건물명미정
,대구광역시 수성구 달구벌대로 2530 (범어동 211-21)외 2필지,대구광역시 수성구 범어동 211-21외 2필지,승강기식,18,2021-06-30,적,무,건물명미정
,부산광역시 서구 부용로32번길 27-6 (부용동2가 49-2),부산광역시 서구 부용동2가 49-2,승강기식,18,2021-08-02,적,무,건물명미정
,부산광역시 서구 까치고개로 251-7,부산광역시 서구 토성동1가 9-11,승강기식,18,2021-08-02,적,무,건물명미정
,부산광역시 서구 보수대로 258-15 (동대신동3가 100-5),부산광역시 서구 동대신동3가 100-5,승강기식,18,2021-08-27,적,무,건물명미정
,대구광역시 중구 동인동1가 277-5,대구광역시 중구 동인동1가 277-5,승강기식,19,2018-03-27,적,무,건물명미정
,부산광역시 사상구 주례동 168-9,부산광역시 사상구 주례동 168-9,승강기식,19,2018-08-02,적,무,건물명미정
,서울특별시 관악구 남부순환로 1690 (봉천동 947-1),서울특별시 관악구 청룡동 947-1,승강기식,19,2019-03-08,적,무,건물명미정
,광주광역시 광산구 임방울대로825번길 48,광주광역시 광산구 쌍암동 686-6,승강기식,19,2019-09-05,적,무,건물명미정
,부산광역시 남구 진남로 38 (대연동 1464-3),부산광역시 남구 대연제동 1464-3,다단식,19,2020-01-06,적,무,건물명미정
,서울특별시 강서구 개화동로29길 14 (방화동 612-275),서울특별시 강서구 방화동 612-275,다층순환식,20,2020-08-25,적,무,건물명미정
,인천광역시 미추홀구 경인로 295-1 (도화동 391-9),인천광역시 미추홀구 도화동 391-9,승강기식,20,2021-07-15,적,무,건물명미정
,부산광역시 동구 초량동 104-14,부산광역시 동구 초량동 104-14,다단식,21,2020-04-14,적,무,건물명미정
,부산광역시 금정구 중앙대로1763번길 36-10 (부곡동 64-28) ,부산광역시 금정구 부곡동 64-28,다층순환식,22,2018-08-17,적,무,건물명미정
,인천광역시 서구 가정로261번길 14 (석남동 515-12),인천광역시 서구 석남동 515-12,다층순환식,23,2021-05-28,적,무,건물명미정
,서울특별시 금천구 범안로12길 56 (독산동 1005-4),서울특별시 금천구 독산동 1005-4,승강기식,24,2021-07-21,적,무,건물명미정
,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,다층순환식,26,2019-09-20,적,무,건물명미정
,부산광역시 부산진구 냉정로 233,부산광역시 부산진구 가야동 656-14,승강기식,26,2019-09-23,적,무,건물명미정
,대구광역시 달서구 월성동 1301-2외 1필지,대구광역시 달서구 월성동 1301-2외 1필지,승강기식,26,2020-11-19,적,무,건물명미정
,서울특별시 서대문구 연희로 233 (연희동 142-21),서울특별시 서대문구 연희동 142-21,다층순환식,27,2019-02-28,적,무,건물명미정
,부산광역시 부산진구 거제천로 3-1,부산광역시 부산진구 양정동 313-15,승강기식,30,2020-05-08,적,무,건물명미정
,경상남도 사천시 사남면 방지로 57,경상남도 사천시 사남면 방지리 727,승강기식,32,2018-10-17,적,무,건물명미정
,경상북도 포항시 남구 상공로 143 (대도동 89-13),경상북도 포항시 남구 대도동 89-13,승강기식,32,2018-11-20,적,무,건물명미정
,서울특별시 서대문구 연희로 233 (연희동 142-21),서울특별시 서대문구 연희동 142-21,다층순환식,32,2019-02-28,적,무,건물명미정
,대구광역시 중구 달구벌대로 2207 (삼덕동2가 304)외 3필지,대구광역시 중구 삼덕동2가 304외 3필지,승강기식,32,2021-08-24,적,무,건물명미정
,경상남도 양산시 부산대학로 156 (물금읍 2782-5),경상남도 양산시 물금읍 2782-5,승강기식,34,2018-06-25,적,무,건물명미정
,부산광역시 사하구 낙동대로372번길 2,부산광역시 사하구 당리동 341-7,승강기식,34,2020-01-31,적,무,건물명미정
,서울특별시 강남구 삼성동 116-1,서울특별시 강남구 삼성동 116-1,평면왕복식,40,2019-04-10,적,무,건물명미정
,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,평면왕복식,46,2019-09-20,적,무,건물명미정
,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,평면왕복식,46,2019-09-20,적,무,건물명미정
,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,평면왕복식,46,2019-09-20,적,무,건물명미정
,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,경기도 남양주시 진건읍 다산진건 공공주택지구 상업용지 1블럭 1-2로트 외1필지,평면왕복식,46,2019-09-20,적,무,건물명미정
,강원도 원주시 황금로 34,강원도 원주시 반곡동 1905-6,평면왕복식,48,2018-08-17,적,무,건물명미정
,경상남도 진주시 진주대로943번길 3 (강남동 180) ,경상남도 진주시 강남동 180,승강기식,50,2020-09-02,적,무,건물명미정
,경상남도 진주시 진주대로943번길 3 (강남동 180) ,경상남도 진주시 강남동 180,승강기식,50,2020-09-02,적,무,건물명미정
,전라남도 나주시 빛가람동 353-1,전라남도 나주시 빛가람동 353-1,평면왕복식,66,2020-12-09,적,무,건물명미정
,전라남도 나주시 빛가람동 353-1,전라남도 나주시 빛가람동 353-1,평면왕복식,66,2020-12-09,적,무,건물명미정
,인천광역시 부평구 부평동 417-16,인천광역시 부평구 부평동 417-16,승강기식,68,2019-02-25,적,무,건물명미정
,경기도 군포시 군포로 570,경기도 군포시 당동 747-5,승강기식,73,2020-07-28,적,무,건물명미정
,부산광역시 해운대구 송정중앙로33번길 12 (송정동 203-19) ,부산광역시 해운대구 송정동 203-19,2단식,5,2019-11-26,적,있음,건물명미정
,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,제주특별자치도 서귀포시 대정읍 보성리 2476-13,다단식,5,2021-06-15,적,있음,건물명미정
,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,제주특별자치도 서귀포시 대정읍 보성리 2476-13,다단식,5,2021-06-15,적,있음,건물명미정
,부산광역시 금정구 금사로 5-5,부산광역시 금정구 서동 203-38,다단식,9,2019-09-10,적,있음,건물명미정
,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,제주특별자치도 서귀포시 대정읍 보성리 2476-13,다단식,11,2021-06-15,적,있음,건물명미정
,경상북도 구미시 인동4길 7 (진평동),경상북도 구미시 진평동 1037-1,수직순환식,12,2011-07-07,적,있음,건물명미정
,경상북도 구미시 인동4길 7 (진평동),경상북도 구미시 진평동 1037-1,수직순환식,12,2011-07-07,적,있음,건물명미정
,부산광역시 금정구 금사로 5-5,부산광역시 금정구 서동 203-38,다단식,15,2019-09-10,적,있음,건물명미정
,부산광역시 해운대구 송정중앙로33번길 12 (송정동 203-19) ,부산광역시 해운대구 송정동 203-19,다층순환식,16,2019-11-26,적,있음,건물명미정
,서울특별시 중구 난계로21길 39 (황학동) ,서울특별시 중구 황학동 1743,다층순환식,17,2020-11-18,적,있음,건물명미정
,부산광역시 연제구 배산로 10-1,부산광역시 연제구 연산동 2133-10,다층순환식,20,2016-05-30,적,있음,건물명미정
,서울특별시 영등포구 영등포동2가 28-119,서울특별시 영등포구 영등포동2가 28-119,승강기식,20,2019-02-22,적,있음,건물명미정
,서울특별시 송파구 삼학사로 23 (삼전동 182-8),서울특별시 송파구 삼전동 182-8,승강기식,20,2019-03-28,적,있음,건물명미정
,대구광역시 수성구 알파시티 1로 30,대구광역시 수성구 시지동 수성의료지구 I2블럭 2로트(알파시티1로4길),다층순환식,20,2019-04-19,적,있음,건물명미정
,대구광역시 수성구 알파시티 1로 30,대구광역시 수성구 시지동 수성의료지구 I2블럭 2로트(알파시티1로4길),다층순환식,20,2019-04-19,적,있음,건물명미정
,광주광역시 북구 동문대로 206 (각화동),광주광역시 북구 각화동 505-11 외3필지,승강기식,20,2019-10-11,적,있음,건물명미정
,울산광역시 남구 화합로 102-1 (삼산동 1604-4),울산광역시 남구 삼산동 1604-4,다층순환식,20,2019-12-17,적,있음,건물명미정
,부산광역시 부산진구 가야대로498번길 40 ,부산광역시 부산진구 가야동 639-40 ,승강기식,20,2020-03-12,적,있음,건물명미정
,부산광역시 강서구 대저1동 2338-2,부산광역시 강서구 대저동 2338-2,다층순환식,20,2020-10-12,적,있음,건물명미정
,경기도 김포시 풍무1로 77 (풍무동 274-35) ,경기도 김포시 풍무동 274-35,다층순환식,20,2021-03-12,적,있음,건물명미정
,부산광역시 동구 초량동 451-1,부산광역시 동구 초량동 451-1,승강기식,20,2021-08-02,적,있음,건물명미정
,서울특별시 영등포구 버드나루로11길 5 (영등포동7가 94-355) ,서울특별시 영등포구 영등포동7가 94-355,승강기식,22,2016-11-18,적,있음,건물명미정
,서울특별시 관악구 난곡로 327-1 (신림동 530-2),서울특별시 관악구 신림동 530-2,승강기식,22,2019-03-11,적,있음,건물명미정
,대구광역시 달서구 월성동 1810,대구광역시 달서구 월성동 1810,다층순환식,22,2019-06-13,적,있음,건물명미정
,서울특별시 중구 난계로11길 36 (황학동) ,서울특별시 중구 황학동 876,다층순환식,22,2019-11-14,적,있음,건물명미정
,부산광역시 부산진구 가야동 641-10 외 4필지,부산광역시 부산진구 가야동 641-10 외 4필지,다층순환식,22,2020-07-23,적,있음,건물명미정
,서울특별시 중구 난계로21길 39 (황학동) ,서울특별시 중구 황학동 1743,다층순환식,22,2020-11-18,적,있음,건물명미정
,부산광역시 사상구 가야대로 274-18(주례동 1162-10),부산광역시 사상구 주례동 1162-10,승강기식,22,2021-04-01,적,있음,건물명미정
,부산광역시 사상구 가야대로 274-16 (주례동 1162-211) ,부산광역시 사상구 주례동 1162-211,승강기식,22,2021-04-01,적,있음,건물명미정
,부산광역시 사하구 낙동남로1361번길 14외 3필지(하단동 521-5외 3필지) ,부산광역시 사하구 하단동 521-5외 3필지,승강기식,24,2016-03-14,적,있음,건물명미정
,울산광역시 남구 장생포고래로 211 (장생포동 87-7),울산광역시 남구 야음장생포동 87-7,승강기식,24,2019-10-28,적,있음,건물명미정
,부산광역시 사하구 다대동로29번길 23,부산광역시 사하구 다대동 869번지,승강기식,24,2019-10-30,적,있음,건물명미정
,서울특별시 중구 왕십리로39길 7 (신당동 484),서울특별시 중구 신당동 484,평면왕복식,24,2019-11-06,적,있음,건물명미정
,부산광역시 사하구 구평동 504-3 외1필지,부산광역시 사하구 구평동 504-3 외1필지,승강기식,24,2020-03-31,적,있음,건물명미정
,인천광역시 남동구 석산로 3-2 (간석동) ,인천광역시 남동구 간석동 394-4 외 1필지,승강기식,24,2020-10-08,적,있음,건물명미정
,경기도 군포시 군포로 582 (당동 54-4 외5필지) ,경기도 군포시 당동 54-4 외5필지,다층순환식,24,2021-04-06,적,있음,건물명미정
,부산광역시 서구 흑교로 105,부산광역시 서구 부용동1가 11-1,승강기식,24,2021-07-06,적,있음,건물명미정
,부산광역시 동래구 사직북로34번길 14-1 (사직동 48-5) ,부산광역시 동래구 사직동 48-5,승강기식,24,2021-07-26,적,있음,건물명미정
,경기도 화성시 동탄면 동탄산단9길 6,경기도 화성시 동탄면 방교리 826-1,승강기식,24,2021-08-17,적,있음,건물명미정
,경기도 화성시 동탄면 동탄산단9길 6,경기도 화성시 동탄면 방교리 826-1,승강기식,24,2021-08-17,적,있음,건물명미정
,서울특별시 중랑구 봉우재로33길 62,서울특별시 중랑구 상봉동 87-7,승강기식,26,2018-07-17,적,있음,건물명미정
,경상북도 포항시 북구 죽도동 106-2,경상북도 포항시 북구 죽도동 106-2,승강기식,26,2018-11-02,적,있음,건물명미정
,대구광역시 북구 침산남로 165 (침산동 217-3),대구광역시 북구 침산동 217-3,승강기식,26,2019-04-30,적,있음,건물명미정
,부산광역시 연제구 거제천로146번길 34 (연산동),부산광역시 연제구 연산동 1289-4 ,승강기식,26,2019-09-10,적,있음,건물명미정
,경기도 남양주시 진건읍 진관산단로70번길 12,경기도 남양주시 진건읍 진관리 986-1,승강기식,26,2019-11-07,적,있음,건물명미정
,부산광역시 수영구 광안동 199-11,부산광역시 수영구 광안동 199-11,승강기식,26,2019-11-19,적,있음,건물명미정
,부산광역시 수영구 광안동 157-33,부산광역시 수영구 광안동 157-33,승강기식,26,2020-03-23,적,있음,건물명미정
,서울특별시 중구 마장로13길 18 (황학동) ,서울특별시 중구 황학동 2022,다층순환식,26,2020-04-24,적,있음,건물명미정
,대구광역시 달서구 유천동 224,대구광역시 달서구 유천동 224,승강기식,26,2020-08-07,적,있음,건물명미정
,제주특별자치도 제주시 북성로 20,제주특별자치도 제주시 삼도이동 14-3,승강기식,26,2021-02-23,적,있음,건물명미정
,경기도 부천시 호현로469번길 23 (소사본동 96-11) ,경기도 부천시 소사본동 96-11,다층순환식,26,2021-03-23,적,있음,건물명미정
,제주특별자치도 제주시 선덕로 1 (연동),제주특별자치도 제주시 연동 303-35,다층순환식,28,2019-03-28,적,있음,건물명미정
,제주특별자치도 제주시 중앙로4길 8 (삼도이동 12-11) ,제주특별자치도 제주시 삼도이동 12-11,승강기식,28,2020-01-21,적,있음,건물명미정
,"경상북도 김천시 시청앞길 6 (신음동 778-3,779)","경상북도 김천시 신음동 778-3,779",승강기식,28,2020-07-24,적,있음,건물명미정
,부산광역시 사하구  동매로 33-3,부산광역시 사하구 하단동 605-10,승강기식,28,2020-09-22,적,있음,건물명미정
,경기도 수원시 장안구 경수대로 1110-12,경기도 수원시 장안구 파장동 217,승강기식,28,2020-11-16,적,있음,건물명미정
,부산광역시 동래구 낙민동 222-8,부산광역시 동래구 낙민동 222-8,승강기식,28,2021-05-14,적,있음,건물명미정
,부산광역시 금정구 서부로4번길 20 (서동 203-23) ,부산광역시 금정구 서동 203-23,승강기식,28,2021-06-08,적,있음,건물명미정
,인천광역시 부평구 경원대로1377번길 29-7,인천광역시 부평구 부평동 546-43 외1필지,승강기식,28,2021-07-02,적,있음,건물명미정
,제주특별자치도 제주시 서광로 301,제주특별자치도 제주시 이도일동 1774-2,승강기식,28,2021-08-26,적,있음,건물명미정
,제주특별자치도 제주시 서광로 301,제주특별자치도 제주시 이도일동 1774-2,승강기식,28,2021-08-26,적,있음,건물명미정
,제주특별자치도 서귀포시 김정문화로41번길 10-6 (법환동) ,제주특별자치도 서귀포시 법환동 745-1,다층순환식,29,2018-07-24,적,있음,건물명미정
,부산광역시 연제구 과정로 179 (연산동 418-3) ,부산광역시 연제구 연산동 418-3,다층순환식,29,2021-06-30,적,있음,건물명미정
,부산광역시 부산진구 서전로9번길 54 ,부산광역시 부산진구 부전동 98-9,승강기식,30,2016-07-08,적,있음,건물명미정
,인천광역시 미추홀구 주안중로9번길 26 (주안동 177-9) ,인천광역시 미추홀구 주안동 177-9,승강기식,30,2018-02-23,적,있음,건물명미정
,부산광역시 기장군 정관덕산길 41,부산광역시 기장군 정관읍 방곡리 256-11,승강기식,30,2018-10-11,적,있음,건물명미정
,충청남도 서산시 성연면 오사리 1629 외1필지,충청남도 서산시 성연면 오사리 1629 외1필지,승강기식,30,2018-11-15,적,있음,건물명미정
,서울특별시 강서구 등촌동 656-17,서울특별시 강서구 등촌동 656-17,다층순환식,30,2019-03-15,적,있음,건물명미정
,부산광역시 서구 까치고개로239번길 17-8 (토성동2가 8-7),부산광역시 서구 토성동2가 8-7,다층순환식,30,2019-04-05,적,있음,건물명미정
,부산광역시 부산진구 양정동 255-1,부산광역시 부산진구 양정동 255-1,승강기식,30,2019-09-23,적,있음,건물명미정
,경상남도 김해시 전하로 287,경상남도 김해시 외동 1394,승강기식,30,2019-12-18,적,있음,건물명미정
,울산광역시 남구 중앙로213번길 8 (신정동 645-10),울산광역시 남구 신정동 645-10,승강기식,30,2020-06-05,적,있음,건물명미정
,"경상북도 김천시 시청앞길 6 (신음동 778-3,779)","경상북도 김천시 신음동 778-3,779",승강기식,30,2020-07-24,적,있음,건물명미정
,"경상북도 김천시 시청앞길 6 (신음동 778-3,779)","경상북도 김천시 신음동 778-3,779",승강기식,30,2020-07-24,적,있음,건물명미정
,부산광역시 금정구 금샘로 59 (장전동 502-25) 규림병원,부산광역시 금정구 장전동 502-25,승강기식,30,2020-08-03,적,있음,건물명미정
,경상남도 창원시 성산구 마디미로70번길 10 (상남동 31-9) ,경상남도 창원시 성산구 상남동 31-9,승강기식,30,2020-09-04,적,있음,건물명미정
,서울특별시 관악구 남부순환로224길 6 (봉천동),서울특별시 관악구 봉천동 857-3,승강기식,30,2021-02-02,적,있음,건물명미정
,경상남도 양산시 물금읍 가촌리 1269-17,경상남도 양산시 물금읍 가촌리 1269-17,승강기식,30,2021-02-16,적,있음,건물명미정
,부산광역시 강서구 명지동 3238-4,부산광역시 강서구 명지동 3238-4,승강기식,30,2021-03-02,적,있음,건물명미정
,경상남도 사천시 사천읍 수석리 348-8 외1필지,경상남도 사천시 사천읍 수석리 348-8 외1필지,다층순환식,30,2021-05-13,부,있음,건물명미정
,서울특별시 강서구 양천로 376 (가양동 99-2),서울특별시 강서구 가양동 99-2,다층순환식,32,2019-02-01,적,있음,건물명미정
,경상남도 창원시 마산합포구 중앙동3가 2-2 외1필지,경상남도 창원시 마산합포구 중앙동3가 2-2 외1필지,승강기식,32,2019-11-21,적,있음,건물명미정
,대전광역시 중구 계백로 1715,대전광역시 중구 오류동 154-6 외1필지,승강기식,32,2020-02-26,적,있음,건물명미정
,대전광역시 중구 계백로 1715,대전광역시 중구 오류동 154-6 외1필지,승강기식,32,2020-02-26,적,있음,건물명미정
,대구광역시 수성구 범어동 563-6,대구광역시 수성구 범어동 563-6,승강기식,32,2020-04-07,적,있음,건물명미정
,부산광역시 부산진구 가야대로587번길 13 (가야동 82-11) ,부산광역시 부산진구 가야동 82-11,승강기식,32,2020-08-13,적,있음,건물명미정
,경상북도 구미시 산동면 신당1로2길 15,경상북도 구미시 산동면 신당리 1432,승강기식,32,2020-12-02,적,있음,건물명미정
,경상남도 양산시 물금읍 가촌리 1280-8,경상남도 양산시 물금읍 가촌리 1280-8,승강기식,32,2021-06-10,적,있음,건물명미정
,인천광역시 남동구 미래로 48 (구월동 1139-3),인천광역시 남동구 구월동 1139-3,평면왕복식,32,2021-08-03,적,있음,건물명미정
,서울특별시 영등포구 경인로112길13 (영등포동1가),서울특별시 영등포구 영등포동1가 30,승강기식,33,2020-03-13,적,있음,건물명미정
,경기도 오산시 역광장로83번길 66-3 (오산동 415-1) ,경기도 오산시 오산동 415-1,승강기식,33,2021-02-18,적,있음,건물명미정
,부산광역시 사하구 당리동 316-23 외1필지,부산광역시 사하구 당리동 316-23 외1필지,승강기식,34,2019-11-06,적,있음,건물명미정
,부산광역시 부산진구 동평로223번길 17-7 (연지동 156-1) ,부산광역시 부산진구 연지동 156-1,승강기식,34,2020-01-17,적,있음,건물명미정
,대구광역시 수성구 수성로 216 (중동 99-3),대구광역시 수성구 중동 99-3,승강기식,34,2020-12-18,적,있음,건물명미정
,부산광역시 연제구 고분로13번길 5-12 (연산동 603-25),부산광역시 연제구 연산동 603-25,승강기식,36,2021-08-12,적,있음,건물명미정
,울산광역시 남구 삼산로 160 (달동 116-2),울산광역시 남구 달동 116-2,승강기식,38,2019-04-11,적,있음,건물명미정
,대구광역시 중구 포정동 54-10외 1필지,대구광역시 중구 포정동 54-10외 1필지,승강기식,38,2019-06-28,적,있음,건물명미정
